"","Symbol","Trade Time","Name","Ask","Market Capitalization","Earnings/Share","P/E Ratio","Price/Book","Shares Outstanding","Currency","date","cash","shortTermInvestments","netReceivables","inventory","otherCurrentAssets","totalCurrentAssets","longTermInvestments","propertyPlantEquipment","otherAssets","totalAssets","accountsPayable","shortLongTermDebt","otherCurrentLiab","longTermDebt","otherLiab","totalCurrentLiabilities","totalLiab","commonStock","retainedEarnings","treasuryStock","otherStockholderEquity","totalStockholderEquity","netTangibleAssets","goodWill","intangibleAssets","deferredLongTermAssetCharges","capitalSurplus","deferredLongTermLiab","minorityInterest","(ticker)","Beta"
"378","JBHT",2023-05-08 16:00:04,"J.B. Hunt Transport Services, I",0,18479400960,8.81,20.237228,4.8663917,103648000,"USD","2022-12-31",51927000,NA,1858839000,40602000,NA,2211778000,NA,5289717000,48697000,7786582000,798776000,NA,NA,1261738000,1066345000,1568231000,4119814000,1671000,6423730000,-3258530000,NA,3666768000,3430378000,120449000,115941000,NA,499897000,NA,NA,"JBHT","0.971323232167618"
"379","RE",2023-05-08 16:00:01,"Everest Re Group, Ltd.",613.32,15051041792,15.2,25.211842,1.6667609,39157200,"USD","2022-12-31",1398000000,1032000000,4078000000,NA,2458000000,9576000000,27441000000,128000000,1859000000,39966000000,3010000000,NA,5147000000,2565000000,20116000000,8718000000,31525000000,1000000,12042000000,-5904000000,-1996000000,8441000000,8441000000,NA,962000000,NA,2302000000,NA,NA,"RE","0.81301572324513"
"380","UAL",2023-05-08 16:00:04,"United Airlines Holdings, Inc.",0,15040658432,6.02,7.6179404,2.2556689,327968992,"USD","2022-12-31",7166000000,9248000000,1801000000,1109000000,45000000,20058000000,1373000000,35517000000,3121000000,67358000000,3395000000,2911000000,11027000000,28283000000,6769000000,19992000000,60462000000,4000000,1265000000,-3359000000,175000000,6896000000,-393000000,4527000000,2762000000,91000000,8986000000,NA,NA,"UAL","1.53408888439893"
"381","MRO",2023-05-08 16:00:01,"Marathon Oil Corporation",22.9,14214007808,4.14,5.5120773,1.2677778,622875008,"USD","2022-12-31",334000000,NA,1146000000,125000000,57000000,1671000000,592000000,17524000000,153000000,19940000000,1279000000,402000000,435000000,5521000000,666000000,2306000000,8543000000,937000000,10663000000,-7406000000,106000000,11397000000,11397000000,NA,NA,40000000,7203000000,NA,NA,"MRO","1.42043491698284"
"382","BBY",2023-05-08 16:00:01,"Best Buy Co., Inc.",72.8,15844611072,6.29,11.519873,5.6543117,218046000,"USD","2023-01-28",1874000000,178000000,1141000000,5140000000,469000000,8802000000,NA,5098000000,331000000,15803000000,5687000000,NA,1456000000,1134000000,705000000,8979000000,13008000000,22000000,2430000000,322000000,322000000,2795000000,1223000000,1383000000,189000000,4000000,21000000,NA,NA,"BBY","1.07297285193487"
"383","LKQ",2023-05-08 16:00:04,"LKQ Corporation",0,15283642368,4.18,13.679426,2.6886725,267290000,"USD","2022-12-31",278000000,NA,998000000,2752000000,58000000,4258000000,141000000,2463000000,204000000,12038000000,1339000000,17000000,198000000,2591000000,563000000,2271000000,6547000000,3000000,6656000000,-2712000000,-323000000,5453000000,481000000,4319000000,653000000,25000000,1506000000,NA,38000000,"LKQ","0.996252433413891"
"384","TER",2023-05-08 16:00:03,"Teradyne, Inc.",0,14239213568,3.8,24.057894,5.818853,155756000,"USD","2022-12-31",854773000,39612000,491145000,325019000,505595000,2257915000,110777000,492417000,183470000,3501252000,139722000,50115000,227476000,NA,239519000,746263000,1049958000,19470000,725729000,-49868000,-49868000,2451294000,1994621000,403195000,53478000,142784000,1755963000,NA,NA,"TER","1.4020277082"
"385","EVRG",2023-05-08 16:00:04,"Evergy, Inc.",0,14251705344,3.27,18.975534,1.5018759,229583008,"USD","2022-12-31",25200000,NA,324600000,672900000,771500000,1842000000,NA,22188000000,3123300000,29489900000,600800000,439100000,535400000,9905700000,6496300000,3493800000,19996600000,7219700000,2298500000,-34500000,-34500000,9483700000,7147100000,2336600000,NA,NA,NA,1846300000,9600000,"EVRG","0.691653702673293"
"386","CBOE",2023-05-08 16:00:00,"Cboe Global Markets, Inc.",136.29,14430747648,2.19,62.315067,4.172501,105743000,"USD","2022-12-31",432700000,91700000,418100000,NA,613500000,1556000000,253200000,222200000,127600000,6998900000,27500000,304700000,752300000,1437300000,489800000,1477200000,3533600000,1100000,2171100000,-162000000,-31000000,3465300000,-1374600000,3122800000,1717100000,NA,1455100000,NA,NA,"CBOE","0.637664336349967"
"387","FMC",2023-05-08 16:03:25,"FMC Corporation",113.28,14010898432,6.46,17.331268,4.014486,125142000,"USD","2022-12-31",572000000,NA,3047000000,1651600000,37600000,5438600000,14500000,973400000,514400000,11171300000,1252200000,88500000,1045300000,2733200000,1109000000,3799600000,7770400000,18600000,5555900000,-3105800000,-459600000,3377900000,-852500000,1589300000,2641100000,210700000,909200000,NA,23000000,"FMC","1.21985196832265"
"388","ZBRA",2023-05-08 16:00:04,"Zebra Technologies Corporation",0,14290422784,8.32,33.396633,5.2309947,51430300,"USD","2022-12-31",105000000,NA,822000000,860000000,12000000,1883000000,160000000,434000000,523000000,7529000000,811000000,214000000,918000000,1809000000,516000000,2332000000,4796000000,1000000,4036000000,-1865000000,-66000000,2733000000,-1796000000,3899000000,630000000,407000000,561000000,35000000,NA,"ZBRA","1.08204677532749"
"389","ESS",2023-05-08 16:03:23,"Essex Property Trust, Inc.",218.64,14528750592,7.52,29.07314,2.4973443,64181600,"USD","2022-12-31",33295000,NA,103045000,NA,77641000,213981000,1240234000,10906190000,5100000,12372905000,163761000,2945000,216557000,5960839000,37841000,390225000,6450639000,6000,NA,-1033710000,-1033710000,5716372000,5708972000,NA,7400000,NA,6750076000,5100000,205894000,"ESS","1.03722478146223"
"390","HBAN",2023-05-08 16:00:04,"Huntington Bancshares Incorpora",0,14075197440,1.55,6.290323,0.86489844,1443609984,"USD","2022-12-31",6704000000,214000000,NA,25000000,2102000000,9424000000,42865000000,1435000000,122899000000,182906000000,147914000000,735000000,78000000,8951000000,4039000000,151816000000,165137000000,14000000,3419000000,-3178000000,-3098000000,15564000000,9798000000,5571000000,712000000,NA,15309000000,NA,38000000,"HBAN","1.57512480039304"
"391","AVY",2023-05-08 16:03:13,"Avery Dennison Corporation",175.65,13937770496,8.31,20.6787,6.855501,81109000,"USD","2022-12-31",167200000,30600000,1374400000,1009900000,199900000,2782000000,NA,1701900000,655600000,7950500000,1339300000,NA,408200000,2495300000,501400000,2799800000,5918300000,124100000,4414600000,-3385800000,-364000000,2032200000,-778800000,1862400000,948600000,115100000,879300000,NA,NA,"AVY","1.04993484440154"
"392","TXT",2023-05-08 16:03:17,"Textron Inc.",66.3,13252392960,4.05,16.22469,1.8938237,201680000,"USD","2022-12-31",1963000000,NA,1535000000,3550000000,353000000,8036000000,NA,2895000000,3050000000,16293000000,1018000000,7000000,2177000000,3175000000,1553000000,3683000000,9180000000,26000000,5903000000,-696000000,-612000000,7113000000,4830000000,2283000000,NA,NA,1880000000,NA,NA,"TXT","1.49572433879965"
"393","EXPE",2023-05-08 16:00:04,"Expedia Group, Inc.",0,13826129920,2.24,41.285717,6.209212,143980992,"USD","2022-12-31",4096000000,48000000,2118000000,480000000,1770000000,8791000000,1184000000,1613000000,661000000,21561000000,1709000000,NA,8282000000,6240000000,503000000,10778000000,17833000000,NA,-1409000000,-11103000000,-234000000,2283000000,-7029000000,7143000000,2169000000,661000000,14795000000,NA,1445000000,"EXPE","1.2219777601386"
"394","SNA",2023-05-08 16:00:01,"Snap-On Incorporated",264.22,13805151232,17.41,14.926479,2.9836164,52931800,"USD","2022-12-31",757100000,NA,767000000,1033100000,33300000,3368900000,NA,570800000,142300000,6972800000,285800000,NA,235300000,NA,267300000,971600000,2469300000,67400000,6296200000,-2382200000,-528300000,4481300000,3160400000,1045300000,275600000,48400000,499900000,NA,22200000,"SNA","1.04939733889036"
"395","NTAP",2023-05-08 16:00:03,"NetApp, Inc.",0,13689919488,5.79,11.05354,12.427184,213904992,"USD","2022-04-29",4112000000,28000000,1230000000,204000000,371000000,5945000000,103000000,896000000,594000000,10026000000,607000000,250000000,2217000000,2386000000,2592000000,3953000000,9188000000,760000000,122000000,-44000000,-44000000,838000000,-1650000000,2346000000,142000000,362000000,NA,117000000,NA,"NTAP","1.1278286315361"
"396","EPAM",2023-05-08 16:03:13,"EPAM Systems, Inc.",232.51,13412456448,6.35,36.507088,4.452939,57857200,"USD","2022-12-31",1681344000,60336000,932626000,NA,12621000,2759625000,28400000,422128000,192274000,4009151000,30852000,NA,150114000,27693000,108648000,747483000,1006141000,58000,2248948000,-95439000,-95321000,3001532000,2394808000,529072000,77652000,172797000,847965000,NA,1478000,"EPAM","1.33507097027546"
"397","LNT",2023-05-08 16:00:03,"Alliant Energy Corporation",0,13766006784,2.73,20.058607,2.1911888,251138000,"USD","2022-12-31",20000000,NA,516000000,325000000,389000000,1250000000,559000000,16247000000,2107000000,20163000000,756000000,408000000,539000000,7668000000,3712000000,2363000000,13887000000,3000000,3509000000,-13000000,-13000000,6276000000,6276000000,NA,NA,NA,2777000000,1981000000,NA,"LNT","0.647105436774803"
"398","IPG",2023-05-08 16:00:01,"Interpublic Group of Companies,",36.78,13947372544,2.3,15.708696,3.9186552,386032992,"USD","2022-12-31",2545300000,NA,7339000000,NA,440900000,10325200000,NA,1914900000,736200000,18845000000,8235300000,600000,765600000,2870700000,866700000,9983200000,15100700000,38900000,3632100000,-1080600000,-960400000,3647900000,-2220800000,5050600000,818100000,271700000,1057500000,NA,96400000,"IPG","1.2748018647471"
"399","POOL",2023-05-08 16:00:04,"Pool Corporation",0,13787510784,16.88,20.922987,10.969345,39038200,"USD","2022-12-31",45591000,NA,351448000,1591060000,6498000,2018991000,35297000,463317000,50389000,3565437000,406667000,25042000,75594000,1361761000,94230000,675714000,2330243000,39000,653484000,5895000,5895000,1235194000,237751000,691993000,305450000,NA,575776000,NA,NA,"POOL","0.952846477171036"
"400","PTC",2023-05-08 16:00:04,"PTC Inc.",0,15337364480,2.76,46.952896,6.084894,118263000,"USD","2022-09-30",272182000,NA,653456000,NA,54165000,1068657000,1000000,235881000,631058000,4687268000,40153000,NA,518020000,1350628000,80775000,792258000,2391234000,1175000,727737000,-153458000,-153458000,2296034000,-454638000,2353654000,397018000,256091000,1720580000,79700000,NA,"PTC","1.15913846178989"
"401","MGM",2023-05-08 16:00:01,"MGM Resorts International",43.47,15803428864,4.79,9.068893,3.296403,363799008,"USD","2022-12-31",5911893000,NA,925165000,126065000,608437000,8154692000,492760000,29754857000,709333000,45692206000,369817000,1286473000,1725475000,7432817000,3137544000,4515892000,40323733000,3791000,4794239000,33499000,33499000,4831529000,-1749035000,5029312000,1551252000,NA,NA,NA,536944000,"MGM","1.65096702766619"
"402","CF",2023-05-08 16:03:11,"CF Industries Holdings, Inc.",67.91,13178100736,15.02,4.4993343,2.4315476,195000000,"USD","2022-12-31",2323000000,NA,582000000,474000000,294000000,3673000000,74000000,6691000000,771000000,13313000000,63000000,NA,527000000,2965000000,1333000000,995000000,5460000000,2000000,3867000000,-230000000,-230000000,5051000000,2947000000,2089000000,15000000,NA,1412000000,NA,2802000000,"CF","1.20857931511976"
"403","BG",2023-05-08 16:00:01,"Bunge Limited Bunge Limited",92.15,13585264640,10.18,8.861493,1.4660903,150596000,"USD","2022-12-31",1104000000,119000000,3661000000,8408000000,3090000000,16758000000,1175000000,4641000000,1176000000,24580000000,4386000000,846000000,2642000000,3259000000,1214000000,9600000000,14620000000,1000000,10222000000,-7691000000,-6371000000,9224000000,8394000000,470000000,360000000,712000000,6692000000,NA,736000000,"BG","0.910165524063314"
"404","MOS",2023-05-08 16:03:09,"Mosaic Company (The)",37.85,12560361472,8.15,4.640491,1.0637939,332099008,"USD","2022-12-31",735400000,NA,1889300000,3543100000,151400000,6556600000,885900000,12861200000,1966000000,23386000000,2043700000,913900000,1237400000,2289000000,3110900000,5533800000,11191800000,3400000,14203400000,-2152200000,-2152200000,12054600000,10938300000,1116300000,NA,752300000,NA,NA,139600000,"MOS","1.34539949224412"
"405","PAYC",2023-05-08 16:03:33,"Paycom Software, Inc.",274.75,16543083520,4.58,59.9083,12.925382,57872000,"USD","2022-12-31",400730000,NA,28426000,1607000,2299353000,2764172000,NA,442224000,590211000,3902513000,16054000,NA,2227531000,29000000,287843000,2377037000,2719906000,625000,1196968000,-591608000,-3703000,1182607000,1076701000,51889000,54017000,NA,576622000,573674000,NA,"PAYC","1.48036728189661"
"406","TECH",2023-05-08 16:00:03,"Bio-Techne Corp",0,12939014144,1.68,48.970238,7.5727167,157275008,"USD","2022-06-30",172567000,74462000,194548000,141123000,22856000,605556000,11026000,288798000,35802000,2294805000,33865000,12976000,37410000,243410000,116233000,176018000,593794000,392000,1122921000,-75200000,-75200000,1701770000,348147000,822101000,531522000,NA,653657000,NA,-759000,"TECH","0.713530404168276"
"407","CFG",2023-05-08 16:00:01,"Citizens Financial Group, Inc.",25.9,12467377152,4.17,6.177458,0.5619424,483982016,"USD","2022-12-31",10547000000,303000000,NA,NA,1909000000,13601000000,36445000000,1863000000,164024000000,226733000000,180724000000,747000000,NA,15140000000,3454000000,183590000000,203043000000,6000000,9159000000,-9631000000,-4560000000,21676000000,12406000000,8173000000,2627000000,NA,22142000000,NA,NA,"CFG","1.34245765092194"
"408","HST",2023-05-08 16:00:04,"Host Hotels",0,12389103616,1.12,15.553572,1.8520093,711200000,"USD","2022-12-31",667000000,NA,94000000,NA,7000000,768000000,132000000,10304000000,1065000000,12269000000,372000000,NA,NA,4215000000,235000000,372000000,5390000000,7000000,-939000000,-75000000,-75000000,6710000000,6710000000,NA,NA,NA,7717000000,NA,169000000,"HST","1.60924099459877"
"409","PKG",2023-05-08 16:03:19,"Packaging Corporation of Americ",136.3,12233477120,10.44,13.029694,3.303062,89932200,"USD","2022-12-31",320000000,85200000,1067500000,977300000,NA,2508300000,64900000,4198300000,39000000,8003800000,410400000,NA,115500000,2473600000,742200000,875500000,4336700000,900000,3186800000,-102400000,-102400000,3667100000,2473800000,922400000,270900000,NA,581800000,22400000,NA,"PKG","1.00353722229019"
"410","UDR",2023-05-08 16:00:01,"UDR, Inc.",41.23,22687111168,0.31,133.12903,3.5045857,329172992,"USD","2022-12-31",1193000,NA,54707000,NA,29001000,100171000,754446000,9906989000,236576000,11038470000,144920000,1242000,134213000,5186061000,60299000,677169000,6100325000,3290000,NA,-3443243000,-3443243000,4053470000,4013182000,NA,40288000,NA,7493423000,NA,840060000,"UDR","1.19553995043138"
"411","SWK",2023-05-08 16:00:01,"Stanley Black & Decker, Inc.",84.48,13089096704,-1.14,NA,1.326455,153055008,"USD","2022-12-31",395600000,NA,1231000000,5861100000,45600000,7974700000,NA,2784600000,1226500000,24963300000,2344400000,1200000,468500000,5352900000,3000600000,6569200000,15249100000,442300000,9333300000,-5119100000,-2119500000,9712100000,-3265400000,8502700000,4474800000,NA,5055600000,NA,2100000,"SWK","1.22636454994009"
"412","AKAM",2023-05-08 16:00:04,"Akamai Technologies, Inc.",0,12402721792,3.26,24.34049,2.847965,156304000,"USD","2022-12-31",542337000,562979000,679206000,NA,86213000,1969562000,320531000,2353554000,454199000,8303400000,145420000,NA,186796000,2285258000,145822000,818868000,3943213000,1565000,1920351000,-140332000,-140332000,4360187000,1154633000,2763838000,441716000,337677000,2578603000,29069000,NA,"AKAM","1.08643774258092"
"413","INCY",2023-05-08 16:00:04,"Incyte Corporation",0,14676959232,1.42,46.33099,3.353382,223088000,"USD","2022-12-31",2951422000,287543000,644879000,41995000,NA,4092850000,133676000,765608000,564038000,5840984000,277546000,NA,112078000,NA,269596000,1157077000,1470865000,223000,-437214000,15069000,15069000,4370119000,4085307000,155593000,129219000,457941000,4792041000,NA,NA,"INCY","1.1912782863446"
"414","CHRW",2023-05-08 16:00:04,"C.H. Robinson Worldwide, Inc.",0,11988558848,6.31,16.316957,8.678354,116439000,"USD","2022-12-31",217482000,NA,3249350000,NA,64000000,3589238000,NA,531573000,210114000,5954564000,1466998000,1053655000,118771000,920049000,44499000,3322852000,4601142000,11632000,5590440000,-4991938000,-88860000,1353422000,-270217000,1470813000,152826000,181602000,743288000,NA,NA,"CHRW","0.81949930976454"
"415","CPT",2023-05-08 16:00:01,"Camden Property Trust",112.13,12045160448,5.67,19.552029,2.4460528,108652000,"USD","2022-12-31",10687000,NA,64000,NA,21151000,31902000,NA,8835762000,460271000,9327935000,211370000,246600000,103628000,3434313000,171152000,660449000,4271014000,1156000,NA,-911990000,-583306000,4986620000,4986620000,NA,NA,NA,5897454000,NA,70301000,"CPT","1.12026005086658"
"416","TAP",2023-05-08 16:03:25,"Molson Coors Beverage Company",64.76,13943507968,-1.18,NA,1.0989143,200384000,"USD","2022-12-31",600000000,NA,866200000,792900000,378900000,2638000000,40000000,4355500000,742800000,25868300000,2068200000,370900000,288700000,6109000000,3313200000,3375400000,12953100000,517600000,6894100000,-1728400000,-1205500000,12689700000,-5402300000,5291900000,12800100000,125800000,7006400000,NA,225500000,"TAP","0.668545277835871"
"417","TFX",2023-05-08 16:03:14,"Teleflex Incorporated",265.79,12174125056,7.67,33.791393,3.0238826,46971700,"USD","2022-12-31",292034000,NA,408834000,578507000,3195000,1410983000,11912000,578416000,83857000,6928063000,126807000,87500000,71660000,1624023000,580143000,581492000,2906095000,47957000,3817304000,-558411000,-403522000,4021968000,-820927000,2536730000,2306165000,6402000,715118000,NA,NA,"TFX","0.836580007581829"
"418","MAS",2023-05-08 16:03:22,"Masco Corporation",55.02,12132296704,3.56,15.1404505,-32.007126,225088992,"USD","2022-12-31",452000000,NA,1150000000,1236000000,NA,2946000000,22000000,1241000000,91000000,5187000000,877000000,202000000,184000000,2926000000,339000000,1889000000,5429000000,225000000,-947000000,226000000,226000000,-480000000,-1367000000,537000000,350000000,60000000,16000000,NA,238000000,"MAS","1.26546583802389"
"419","SYF",2023-05-08 16:00:01,"Synchrony Financial",28,11742845952,5.73,4.78185,0.9422607,428571008,"USD","2022-12-31",10294000000,NA,NA,NA,136000000,10430000000,4199000000,NA,87543000000,104564000000,71735000000,NA,NA,14191000000,163000000,77337000000,91691000000,1000000,16716000000,-14296000000,-125000000,12139000000,9747000000,1105000000,1287000000,NA,9718000000,NA,NA,"SYF","1.38012115313093"
"420","TRMB",2023-05-08 16:00:04,"Trimble Inc.",0,11780370432,1.83,25.983606,2.8986833,247747008,"USD","2022-12-31",271000000,NA,643300000,402500000,201400000,1518200000,NA,340200000,774600000,7269000000,175500000,300000000,792200000,1220000000,431600000,1462100000,3218800000,200000,2230000000,-234900000,-234900000,4050200000,-585800000,4137900000,498100000,438400000,2054900000,74700000,NA,"TRMB","1.20522528787581"
"421","WRB",2023-05-08 16:04:04,"W.R. Berkley Corporation",59.88,16083779584,3.88,15.131443,2.3015406,273952992,"USD","2022-12-31",1449346000,NA,3052230000,NA,3354514000,9496788000,20381791000,592503000,2339022000,33861099000,17534354000,NA,5332004000,2837194000,1185298000,22913382000,27092938000,105803000,10161005000,-4516010000,-1264581000,6748332000,6460823000,185509000,865486000,340647000,997534000,NA,19829000,"WRB","0.835806023979419"
"422","HRL",2023-05-08 16:03:16,"Hormel Foods Corporation",40.84,22211100672,1.78,22.83146,2.9168162,546532992,"USD","2022-10-30",982107000,16149000,874770000,1716059000,12447000,3637125000,271058000,2214758000,455122000,13306919000,816604000,405000,32925000,3254467000,947313000,1473266000,5766699000,8002000,7313374000,-255560000,-255560000,7535284000,806428000,4925829000,1803027000,NA,469468000,NA,4936000,"HRL","0.423484699811141"
"423","NDSN",2023-05-08 16:00:03,"Nordson Corporation",0,12474309632,8.56,25.449766,5.098411,57261000,"USD","2022-10-31",163457000,NA,532278000,383398000,5035000,1132971000,NA,455721000,97588000,3820375000,99276000,392537000,126640000,345320000,244525000,834203000,1526000000,12253000,3652216000,-1996791000,-207782000,2294375000,160280000,1804693000,329402000,10447000,626697000,NA,NA,"NDSN","1.26173291332717"
"424","EQT",2023-05-08 16:03:22,"EQT Corporation",32.29,11677453312,11.53,2.8005204,0.9639669,361643008,"USD","2022-12-31",1458644000,NA,1608089000,NA,912994000,4014441000,NA,18196533000,458952000,22669926000,1574610000,422632000,1433076000,5256333000,2455476000,3732220000,11456598000,9891890000,1283578000,-2994000,-2994000,11172474000,11172474000,NA,NA,NA,NA,NA,40854000,"EQT","1.07792209656025"
"425","PEAK",2023-05-08 16:00:02,"Healthpeak Properties, Inc.",21.39,11607254016,1.01,21.009901,1.756041,546995968,"USD","2022-12-31",72032000,NA,428268000,NA,104668000,604968000,743551000,13260801000,743848000,15771229000,265596000,90089000,4070000,5411918000,1447867000,1431798000,8482952000,546642000,NA,-4241555000,-4241555000,6654701000,6236640000,NA,418061000,98984000,10349614000,NA,633576000,"PEAK","1.20214496772144"
"426","IP",2023-05-08 16:02:09,"International Paper Company",32.53,11237705728,4.53,7.147903,1.3393449,347056992,"USD","2022-12-31",804000000,NA,3765000000,1942000000,259000000,6770000000,186000000,10855000000,2868000000,23940000000,2708000000,753000000,1027000000,4767000000,5344000000,5000000000,15443000000,449000000,9855000000,-6532000000,-1925000000,8497000000,5236000000,3041000000,220000000,NA,4725000000,277000000,NA,"IP","1.24592128929671"
"427","BF-B",2023-05-08 16:04:00,"Brown Forman Inc",66.32,31127230464,1.51,42.801323,10.190791,310000992,"USD","2022-04-30",868000000,NA,813000000,1818000000,122000000,3776000000,NA,949000000,301000000,6373000000,218000000,250000000,82000000,2019000000,529000000,1034000000,3636000000,72000000,3242000000,-577000000,-352000000,2737000000,1390000000,761000000,586000000,74000000,NA,NA,NA,"BF-B","0.706218122520879"
"428","WYNN",2023-05-08 16:00:04,"Wynn Resorts, Limited",0,12818782208,-3.78,NA,-16.90048,113682000,"USD","2022-12-31",3650440000,NA,216033000,70094000,4819000,4029587000,NA,8749224000,391036000,13415100000,197474000,547543000,572496000,11569316000,30162000,1811423000,15055465000,1323000,-2711808000,-1624276000,-404000,-750838000,-996091000,90520000,154733000,NA,3583923000,NA,-889527000,"WYNN","1.50866439468306"
"429","NI",2023-05-08 16:03:24,"NiSource Inc",28.51,11751643136,1.47,19.35374,1.9449002,413063008,"USD","2022-12-31",40800000,NA,1170000000,751900000,430400000,2584300000,72600000,19878300000,2715500000,26736600000,899500000,NA,1303600000,9378900000,4618800000,4660500000,18834800000,4200000,-1213600000,-137000000,-37100000,6028900000,4543000000,1485900000,NA,NA,7375300000,2497900000,326400000,"NI","0.73844614828586"
"430","KIM",2023-05-08 16:03:18,"Kimco Realty Corporation (HC)",18.89,11468001280,0.25,74,1.1880299,619891968,"USD","2022-12-31",149829000,NA,304226000,NA,NA,454055000,1796864000,14836276000,382242000,17826122000,207815000,NA,5326000,7157886000,579549000,247576000,8086280000,6185000,NA,-108967000,-108967000,9515489000,9158804000,NA,356685000,6001000,9618271000,150363000,224334000,"KIM","1.41373077911374"
"431","L",2023-05-08 16:00:01,"Loews Corporation",59.77,13402681344,4.48,13.127233,0.95060295,227898000,"USD","2022-12-31",532000000,4854000000,3584000000,NA,5819000000,14859000000,42724000000,10355000000,6293000000,75494000000,25099000000,854000000,6374000000,8160000000,18994000000,32520000000,60016000000,2000000,15144000000,-3296000000,-3284000000,14598000000,14141000000,346000000,917000000,201000000,2748000000,3671000000,880000000,"L","1.18217638745616"
"432","KMX",2023-05-08 16:03:08,"CarMax Inc",72.89,11501120512,3.03,24.009901,2.048834,158091008,"USD","2023-02-28",314758000,NA,298783000,3726142000,701684000,5041367000,NA,3976591000,681729000,26182736000,826592000,579468000,NA,17775137000,332383000,1938311000,20569659000,79040000,3723094000,97869000,97869000,5613077000,5471819000,141258000,NA,80740000,1713074000,NA,NA,"KMX","1.19884329420842"
"433","ETSY",2023-05-08 16:00:03,"Etsy, Inc.",0,11444598784,-4.97,NA,-21.202011,123352000,"USD","2022-12-31",921278000,250413000,27888000,NA,233961000,1513743000,29137000,288528000,130423000,2634961000,28757000,NA,402525000,2279640000,127056000,631755000,3182235000,125000,-1048267000,-314217000,-314217000,-547274000,-1220404000,137724000,535406000,121506000,815085000,NA,NA,"ETSY","1.40746731451458"
"434","VTRS",2023-05-08 16:00:04,"Viatris Inc.",0,11774278656,1.71,5.7426896,0.5656356,1199010048,"USD","2022-12-31",1259900000,77900000,3814500000,3519500000,1769000000,10635400000,94000000,3283800000,2976100000,50022200000,1766600000,1250500000,1635500000,18015200000,4007100000,6746200000,28949900000,12100000,5175600000,-2761200000,-2761200000,21072300000,-11960600000,10425800000,22607100000,925900000,18645800000,NA,NA,"VTRS","0.936524381262267"
"435","MKTX",2023-05-08 16:00:04,"MarketAxess Holdings, Inc.",0,11281608704,6.91,43.341534,10.0591135,37669400,"USD","2022-12-31",430746000,NA,465862000,NA,151301000,1188559000,NA,166362000,NA,1607775000,42963000,NA,28448000,NA,316293000,138714000,526682000,123000,1101525000,-366023000,-37697000,1081093000,828239000,154789000,98065000,NA,345468000,NA,NA,"MKTX","1.1912052333935"
"436","JKHY",2023-05-08 16:00:04,"Jack Henry & Associates, Inc.",0,11255165952,4.79,32.192066,8.133769,72990704,"USD","2022-06-30",48787000,NA,386341000,NA,77306000,613524000,18250000,258578000,372157000,2455564000,21034000,NA,330687000,115000000,374340000,543830000,1073941000,1039000,2636342000,-1807118000,NA,1381623000,188568000,687458000,505597000,NA,551360000,143750000,NA,"JKHY","0.867617309570025"
"437","DPZ",2023-05-08 16:00:02,"Domino's Pizza Inc",309.47,10917630976,12.97,23.819584,-2.6289635,35339000,"USD","2023-01-01",60356000,NA,257492000,81570000,353949000,790654000,125840000,521437000,44173000,1602221000,89715000,51500000,163409000,4896534000,92001000,536621000,5791286000,354000,-4194418000,-4694000,-4694000,-4189065000,-4309182000,11763000,108354000,1926000,9693000,8400000,NA,"DPZ","0.859092252310274"
"438","CPB",2023-05-08 16:00:02,"Campbell Soup Company",54.62,16309463040,2.71,20.09594,4.524383,299476000,"USD","2022-07-31",109000000,NA,541000000,1246000000,67000000,1963000000,NA,2582000000,170000000,11892000000,1334000000,566000000,157000000,3996000000,1500000000,2886000000,8559000000,12000000,4040000000,-1136000000,2000000,3331000000,-3846000000,3979000000,3198000000,NA,415000000,NA,2000000,"CPB","0.404911303094166"
"439","LDOS",2023-05-08 16:02:21,"Leidos Holdings, Inc.",82.11,10847849472,4.88,16.202868,2.5197577,137192992,"USD","2022-12-30",516000000,NA,2350000000,287000000,490000000,3643000000,38000000,1392000000,350000000,13071000000,733000000,666000000,749000000,3890000000,273000000,3947000000,8718000000,NA,2367000000,-73000000,-73000000,4299000000,-3349000000,6696000000,952000000,28000000,2005000000,74000000,54000000,"LDOS","0.698541855047462"
"440","LYV",2023-05-08 16:03:20,"Live Nation Entertainment, Inc.",79.83,18022412288,0.73,106.60274,-48.7594,231591008,"USD","2022-12-31",5606457000,NA,1499611000,38725000,64903000,8159522000,408789000,3059058000,884758000,16460841000,180076000,620032000,5079522000,5279267000,455971000,8303315000,15697278000,2285000,-2971229000,-96941000,-90076000,-367569000,-4316283000,2529380000,1419334000,NA,2698316000,NA,1131132000,"LYV","1.40442784908705"
"441","STX",2023-05-08 16:00:03,"Seagate Technology Holdings PLC",0,11656645632,-0.83,NA,-11.60858,207082000,"USD","2022-07-01",615000000,NA,1776000000,1565000000,NA,4029000000,173000000,2337000000,1159000000,8944000000,2058000000,584000000,179000000,5062000000,252000000,3485000000,8835000000,NA,17772000000,-17731000000,-17731000000,109000000,-1137000000,1237000000,9000000,1132000000,68000000,NA,NA,"STX","1.14355210310336"
