"","Symbol","Price/Book Ratio","CurrentRatio","NetCurrentRatio","P.E.Ratio","Ask","BookPrice","Beta","Name","Trade.Time","Market.Capitalization","Earnings.Share","Price.Book","Shares.Outstanding","Currency","date","cash","shortTermInvestments","netReceivables","inventory","otherCurrentAssets","totalCurrentAssets","longTermInvestments","propertyPlantEquipment","otherAssets","totalAssets","accountsPayable","shortLongTermDebt","otherCurrentLiab","longTermDebt","otherLiab","totalCurrentLiabilities","totalLiab","commonStock","retainedEarnings","treasuryStock","otherStockholderEquity","totalStockholderEquity","netTangibleAssets","goodWill","intangibleAssets","deferredLongTermAssetCharges","capitalSurplus","deferredLongTermLiab","minorityInterest","X.ticker."
"160","AJG",-12.4079318583071,1.04324744152047,0.768386410746494,39.948055,218.22,-17.3534161664628,0.719989449987739,"Arthur J. Gallagher & Co.","2023-05-08 16:03:28",46131449856,5.39,4.6987453,214246000,"USD","2022-12-31",342300000,NA,17528700000,NA,4766400000,22834600000,56600000,922900000,2232200000,38907800000,18698200000,310000000,565200000,5562800000,1966400000,21888000000,29717600000,211900000,3562200000,-1140400000,-1140400000,9143600000,-3717900000,9489400000,3372100000,1299000000,6509900000,NA,46600000,"AJG"
"161","MRNA",2.65717092255399,2.72821450335161,1.99420935412027,6.2175555,0,49.582810548372,0.611328668779052,"Moderna, Inc.","2023-05-08 16:00:04",50813079552,21.19,2.6525066,385678016,"USD","2022-12-31",3205000000,6697000000,1664000000,1168000000,481000000,13431000000,8360000000,2139000000,1928000000,25858000000,487000000,NA,2407000000,NA,808000000,4923000000,6735000000,NA,18320000000,-370000000,-370000000,19123000000,19123000000,NA,NA,982000000,1173000000,NA,NA,"MRNA"
"162","APH",-272.522980315917,2.42109786629797,0.787053121317768,24.385113,75.37,-0.276490430568771,1.12777765466108,"Amphenol Corporation","2023-05-08 16:00:01",44857282560,3.09,6.137993,595318976,"USD","2022-12-31",1373100000,61100000,2631300000,2093600000,NA,6479100000,NA,1493800000,173100000,15326200000,1309100000,2700000,294400000,4575000000,772500000,2676100000,8232100000,600000,4979400000,-614800000,-535000000,7015600000,-164600000,6446100000,734100000,86900000,2650400000,NA,78500000,"APH"
"163","OXY",2.60556308733947,1.14554595848911,0.208964349543787,4.754839,59.06,22.6285050566709,1.35538705404291,"Occidental Petroleum Corporatio","2023-05-08 16:00:01",52952858624,12.4,2.6105824,898115008,"USD","2022-12-31",984000000,NA,4561000000,2059000000,1282000000,8886000000,3176000000,59287000000,1260000000,72609000000,4029000000,22000000,512000000,19124000000,14440000000,7757000000,42524000000,220000000,16499000000,-13577000000,195000000,20323000000,20323000000,NA,NA,30000000,17181000000,NA,NA,"OXY"
"164","PSX",1.58691688059756,1.379696645478,0.517809901738473,3.5889993,94.04,59.2091503267974,1.11691854986806,"Phillips 66","2023-05-08 16:00:02",43127640064,26.18,1.4840554,459000000,"USD","2022-12-31",6133000000,NA,10985000000,3276000000,221000000,21922000000,14621000000,36158000000,1424000000,76442000000,11323000000,6000000,1706000000,16427000000,9041000000,15889000000,42336000000,7000000,25432000000,-15736000000,-460000000,29494000000,27177000000,1486000000,831000000,NA,19791000000,NA,4612000000,"PSX"
"165","NXPI",-11.4716989561104,2.12079510703364,0.447534847702633,16.189789,0,-14.6490950008556,1.52320032606893,"NXP Semiconductors N.V.","2023-05-08 16:00:04",43649814528,10.38,5.853565,259743008,"USD","2022-12-31",3845000000,NA,1008000000,1782000000,300000000,6935000000,9000000,2690000000,2348000000,23236000000,1617000000,NA,1131000000,11165000000,838000000,3270000000,15496000000,56000000,-3975000000,-2723000000,76000000,7449000000,-3805000000,9943000000,1311000000,716000000,14091000000,NA,291000000,"NXPI"
"166","ECL",-11.0399408143944,1.30491164734942,0.386760244127357,42.885853,175.56,-15.6577783028614,0.925269465196678,"Ecolab Inc.","2023-05-08 16:03:20",49208328192,4.03,6.7952347,284670016,"USD","2022-12-31",598600000,NA,2882200000,1792800000,96700000,5494200000,NA,3741600000,535100000,21464300000,1728200000,501400000,795800000,8062500000,1582200000,4210400000,14205700000,364700000,9318800000,-9027600000,-1726600000,7236100000,-4457300000,8012700000,3680700000,108100000,6580200000,NA,22500000,"ECL"
"167","USB",1.61757732240553,0.10472546726896,0.0945085819944096,7.9518714,29.88,18.3855193585605,1.21820445958704,"U.S. Bancorp","2023-05-08 16:00:01",45591416832,3.74,0.9872199,1532999936,"USD","2022-12-31",53497000000,NA,NA,44000000,2947000000,58933000000,167279000000,3858000000,425207000000,674805000000,524976000000,NA,NA,39652000000,19904000000,562738000000,623573000000,21000000,71901000000,-36676000000,-11407000000,43958000000,28185000000,12373000000,7155000000,NA,8712000000,NA,466000000,"USB"
"168","PH",-21.1789741445287,2.05598057657905,0.705140937822432,28.940363,340.64,-15.8100198025977,1.24015268679722,"Parker-Hannifin Corporation","2023-05-08 16:00:01",42948587520,11.57,4.8610663,128266000,"USD","2022-06-30",535799000,27862000,2642480000,2214553000,271327000,12046644000,314000000,2256170000,451230000,25943943000,1731925000,302280000,1333419000,9755825000,1368543000,5859318000,17084023000,90523000,15661808000,-7231627000,-1543198000,8848011000,-2027888000,7740082000,3135817000,110585000,327307000,NA,11909000,"PH"
"169","EXC",2.34833376173126,0.691358024691358,0.103901989944055,18.92478,0,18.2129138982716,0.795909356336966,"Exelon Corporation","2023-05-08 16:00:04",42537717760,2.26,1.7181537,994569024,"USD","2022-12-31",407000000,NA,3616000000,755000000,2558000000,7336000000,16000000,69341000000,12026000000,95349000000,3382000000,1802000000,1713000000,35662000000,24066000000,10611000000,70605000000,20908000000,4597000000,-761000000,-638000000,24744000000,18114000000,6630000000,NA,NA,NA,8037000000,NA,"EXC"
"170","JCI",-7.60459724539554,1.03968324584038,0.47200678623364,34.664833,64,-8.2962973966699,0.969108495780305,"Johnson Controls International ","2023-05-08 16:00:01",43353808896,1.82,2.6709285,687174016,"USD","2022-09-30",2031000000,NA,5791000000,2510000000,1353000000,11685000000,963000000,4313000000,3228000000,42158000000,4241000000,865000000,4051000000,7426000000,5104000000,11239000000,24756000000,7000000,1151000000,-2114000000,-911000000,16268000000,-5701000000,17328000000,4641000000,944000000,17224000000,174000000,1134000000,"JCI"
"171","TRV",2.43458639662837,0.348268321212429,0.290918359760825,15.52466,185.14,74.990153131789,0.962010323610485,"The Travelers Companies, Inc.","2023-05-08 16:00:01",42169470976,11.76,1.8295054,230976992,"USD","2022-12-31",799000000,3470000000,8954000000,NA,14169000000,27392000000,76031000000,NA,5219000000,115717000000,59137000000,NA,19329000000,7192000000,8121000000,78652000000,94157000000,24565000000,43516000000,-46521000000,-6445000000,21560000000,17321000000,3952000000,3123000000,NA,NA,NA,NA,"TRV"
"172","ADSK",-14.2834046359543,0.83525,0.402869890268901,50.523685,0,-13.4414729865409,1.29644930624648,"Autodesk, Inc.","2023-05-08 16:00:04",41236189184,3.8,36.04769,214783008,"USD","2023-01-31",1947000000,125000000,961000000,NA,9000000,3341000000,102000000,389000000,1574000000,9438000000,102000000,NA,3267000000,2281000000,1712000000,4000000000,8293000000,3325000000,-1995000000,-185000000,-185000000,1145000000,-2887000000,3625000000,407000000,1014000000,NA,NA,NA,"ADSK"
"173","FTNT",-111.321811134021,1.23778586278586,0.585350866412683,58.47788,0,-0.593594370163328,1.20768123006194,"Fortinet, Inc.","2023-05-08 16:00:03",51831435264,1.13,-183.55556,784374016,"USD","2022-12-31",1682900000,528100000,1261700000,264600000,NA,3810400000,45500000,994800000,1193300000,6228000000,243400000,NA,2349300000,990400000,2378300000,3078400000,6509600000,800000,-1546400000,-20200000,-20200000,-281600000,-465600000,128000000,56000000,569400000,1284200000,518200000,NA,"FTNT"
"174","ADM",2.31485232198422,1.46376751684511,1.00716764321065,9.460477,76.48,32.5722726953314,0.943005095114835,"Archer-Daniels-Midland Company","2023-05-08 16:00:01",41065480192,7.97,1.652965,544635008,"USD","2022-12-31",1037000000,NA,7569000000,14771000000,11481000000,35410000000,5955000000,11021000000,844000000,59774000000,7803000000,942000000,12341000000,7735000000,2416000000,24191000000,35158000000,3147000000,23646000000,-2509000000,-2509000000,24284000000,17740000000,4162000000,2382000000,NA,NA,NA,332000000,"ADM"
"175","CTVA",6.82205897950342,1.56319806403574,0.983486560871347,33.678364,57.68,8.44173262650068,0.933271460445161,"Corteva, Inc.","2023-05-08 16:03:09",40939175936,1.71,1.6238087,710873024,"USD","2022-12-31",3191000000,124000000,5727000000,6811000000,718000000,16795000000,102000000,4714000000,1706000000,42618000000,4895000000,NA,3632000000,1281000000,4719000000,10744000000,17077000000,7000000,250000000,-2806000000,-2806000000,25302000000,6001000000,9962000000,9339000000,479000000,27851000000,NA,239000000,"CTVA"
"176","VLO",1.68057892307026,1.38210869938721,0.679534831334122,3.057517,107.4,63.8946453725749,1.31874192782258,"Valero Energy Corporation","2023-05-08 16:00:01",38819692544,35.12,1.5542496,361516992,"USD","2022-12-31",4862000000,NA,11919000000,6752000000,NA,24133000000,724000000,32092000000,3571000000,60982000000,12728000000,861000000,970000000,8380000000,6751000000,17461000000,35514000000,7000000,38247000000,-21556000000,-1359000000,23561000000,23099000000,260000000,202000000,NA,6863000000,2139000000,1907000000,"VLO"
"177","MCHP",NA,NA,NA,18.475124,0,NA,1.17767792986411,"Microchip Technology Incorporat","2023-05-08 16:00:04",40684806144,4.02,6.445929,547795968,"USD","2023-03-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MCHP"
"178","TT",-15.0454224299205,1.12175564465077,0.532647540162319,22.660255,176.39,-11.7477592829706,1.17629909192895,"Trane Technologies plc","2023-05-08 16:03:38",40308191232,7.8,6.6427393,228052000,"USD","2022-12-31",1220500000,NA,2981300000,1993800000,183600000,6379200000,NA,1998600000,936100000,18081600000,2091600000,1048000000,1253400000,3788300000,2187800000,5686800000,11976400000,253300000,8320900000,-2485600000,-766200000,6088600000,-2679100000,5503700000,3264000000,NA,NA,NA,16600000,"TT"
"179","IDXX",269.989732002412,0.89130468205693,0.515183617801076,57.121178,0,1.80052929071667,0.905017626870005,"IDEXX Laboratories, Inc.","2023-05-08 16:00:04",40301367296,8.5,66.11247,82903400,"USD","2022-12-31",112546000,NA,490903000,367823000,88463000,1101477000,30250000,768092000,387479000,2746765000,110221000,74982000,91057000,694387000,106594000,1235803000,2138028000,10719000,3599529000,-4464726000,-72614000,608737000,149270000,361795000,97672000,55215000,1463215000,119923000,NA,"IDXX"
"180","HSY",-35.2401236105577,0.80450786177135,0.3425691529499,33.38639,275.55,-10.8206204743522,0.548521836700053,"The Hershey Company","2023-05-08 16:00:02",56162713600,8.23,16.23744,147284992,"USD","2022-12-31",463889000,NA,711203000,1173119000,128307000,2620406000,133029000,3096174000,205952000,10948820000,970558000,749293000,6710000,3274783000,753296000,3257154000,7649276000,221553000,3589781000,-1808362000,-252333000,3299544000,-1593715000,2606956000,2286303000,40498000,1296572000,NA,NA,"HSY"
"181","CTAS",-187.544381440821,1.83683534674678,0.543903774700045,36.967068,0,-2.45403236907829,0.973629141270725,"Cintas Corporation","2023-05-08 16:00:04",46807326720,12.45,12.87925,101702000,"USD","2022-05-31",90471000,NA,1027928000,1388856000,83700000,2631983000,5737000,1377376000,574384000,8147256000,251504000,311574000,97525000,2545499000,731607000,1432890000,4839060000,1771917000,8719163000,-7182884000,107917000,3308196000,-249580000,3042976000,514800000,NA,NA,232224000,NA,"CTAS"
"182","AIG",1.13038622071891,0.76624164239561,0.211272112452751,4.1314373,53.84,47.5501201110091,1.64909875932828,"American International Group, I","2023-05-08 16:00:01",39434653696,13.01,0.99855095,733667968,"USD","2022-12-31",2043000000,12236000000,13243000000,NA,74818000000,102340000000,245016000000,880000000,158155000000,526634000000,75167000000,2143000000,56057000000,25036000000,324945000000,133561000000,484399000000,4766000000,33032000000,-78565000000,-22092000000,39517000000,34886000000,3927000000,16316000000,15144000000,80284000000,889000000,2233000000,"AIG"
"183","TDG",-2.78067213505671,3.96143057503506,0.258263612673159,52.430416,800,-277.738602625366,1.03048493701171,"Transdigm Group Incorporated","2023-05-08 16:00:02",42166112256,14.73,-12.612892,54598100,"USD","2022-09-30",3001000000,NA,1086000000,1332000000,NA,5649000000,68000000,892000000,107000000,18107000000,279000000,74000000,340000000,19225000000,1007000000,1426000000,21873000000,1000000,-3914000000,-1973000000,-267000000,-3773000000,-15164000000,8641000000,2750000000,NA,2113000000,NA,7000000,"TDG"
"184","O",2.13247670976649,1.4855864987837,0.090271665075277,44.19718,62.79,29.4312235409753,1.03902373881975,"Realty Income Corporation","2023-05-08 16:00:01",42251411456,1.42,1.4432563,673206976,"USD","2022-12-31",171102000,NA,1574030000,NA,135209000,1880341000,NA,38835772000,57135000,49673092000,55921000,22000000,216359000,17451657000,1664658000,1265723000,20829803000,34159509000,NA,-5446360000,-5446360000,28713149000,19813305000,3731478000,5168366000,NA,NA,17196000,130140000,"O"
"185","A",73.6197947669173,2.03009134873724,0.722785536636694,29.83108,132.68,1.79910846465112,1.12555183256568,"Agilent Technologies, Inc.","2023-05-08 16:03:06",39165730816,4.44,6.9853907,295702016,"USD","2022-10-31",1053000000,NA,1492000000,1038000000,195000000,3778000000,195000000,1250000000,536000000,10532000000,580000000,NA,613000000,2733000000,532000000,1861000000,5227000000,3000000,324000000,-347000000,-347000000,5305000000,532000000,3952000000,821000000,246000000,5325000000,NA,NA,"A"
"186","TEL",9.08028727819549,1.56908462867012,0.735255437531614,18.553705,122.6,13.5061799404997,1.15667620551113,"TE Connectivity Ltd. New Switze","2023-05-08 16:03:34",38645702656,6.61,3.5102181,315115008,"USD","2022-09-30",1088000000,NA,2865000000,2676000000,57000000,7268000000,NA,3991000000,2977000000,20782000000,1593000000,914000000,1436000000,3292000000,1653000000,4632000000,9885000000,146000000,12832000000,-2176000000,-495000000,10802000000,4256000000,5258000000,1288000000,2498000000,NA,NA,95000000,"TEL"
"187","SYY",-9.45794082676796,1.19807477759566,0.507134419015958,25.192053,76.41,-8.10225687740837,0.797679873576846,"Sysco Corporation","2023-05-08 16:00:01",38898032640,3.02,27.99117,507604000,"USD","2022-07-02",867086000,NA,4874846000,4437498000,53786000,10483219000,NA,5179717000,927754000,22085688000,5752958000,544310000,40042000,9879706000,1218078000,8750054000,20671480000,765175000,10539722000,-11688942000,-1482054000,1382260000,-4112738000,4542315000,952683000,377604000,1766305000,NA,31948000,"SYY"
"188","NEM",2.20771124708048,2.22658920027341,0.343817615705314,-1,48.34,21.8733327293409,0.528924586361716,"Newmont Corporation","2023-05-08 16:00:01",38376644608,-0.7,1.9762636,794712000,"USD","2022-12-31",2877000000,880000000,366000000,1753000000,639000000,6515000000,3278000000,24073000000,2645000000,38482000000,633000000,NA,1402000000,5571000000,9897000000,2926000000,18949000000,1279000000,916000000,-210000000,29000000,19354000000,17383000000,1971000000,NA,173000000,17369000000,NA,179000000,"NEM"
"189","YUM",-3.87397629509526,0.966366366366366,0.109292215731558,32.049294,137.37,-35.2428571428571,0.84906277408932,"Yum! Brands, Inc.","2023-05-08 16:03:37",38228398080,4.26,-4.30694,280000000,"USD","2022-12-31",367000000,NA,680000000,NA,410000000,1609000000,139000000,1913000000,1193000000,5846000000,243000000,391000000,441000000,11404000000,873000000,1665000000,14722000000,NA,-8507000000,-369000000,-369000000,-8876000000,-9868000000,638000000,354000000,750000000,NA,NA,NA,"YUM"
"190","HLT",-3.20383143969389,0.851126927639383,0.172787477423239,32.272728,145.64,-45.4299812058488,1.01542686912442,"Hilton Worldwide Holdings Inc.","2023-05-08 16:03:30",38516461568,4.51,-27.205608,264627008,"USD","2022-12-31",1209000000,NA,1327000000,NA,229000000,2870000000,108000000,942000000,672000000,15512000000,368000000,1000000,1102000000,8582000000,3698000000,3372000000,16610000000,3000000,-5190000000,-6746000000,-706000000,-1102000000,-12022000000,5032000000,5888000000,204000000,10831000000,NA,4000000,"HLT"
"191","DOW",3.97644417275748,1.80716618127261,0.520301859945116,13.403466,54.19,13.6176949323264,1.16712046870938,"Dow Inc.","2023-05-08 16:00:02",38301110272,4.04,1.8978691,707315008,"USD","2022-12-31",3886000000,939000000,7803000000,6988000000,756000000,20477000000,5048000000,21669000000,2323000000,60603000000,7216000000,253000000,722000000,14017000000,12330000000,11331000000,39356000000,8000000,23180000000,-11010000000,-7139000000,20718000000,9632000000,8644000000,2442000000,960000000,8540000000,1347000000,529000000,"DOW"
"192","XEL",2.28789664047976,0.846331029944061,0.115561746006785,21.4613,0,30.2985721415853,0.574985305605734,"Xcel Energy Inc.","2023-05-08 16:00:03",38150676480,3.23,2.2678792,550355968,"USD","2022-12-31",111000000,NA,2478000000,803000000,1256000000,5144000000,362000000,49166000000,6516000000,61188000000,1804000000,1151000000,1874000000,22813000000,14520000000,6078000000,44513000000,1374000000,7239000000,-93000000,-93000000,16675000000,16675000000,NA,NA,NA,8155000000,2871000000,NA,"XEL"
"193","TFC",1.65368376161686,0.0858831039315952,0.0764192934156429,6.403118,28.76,17.3854285542675,1.34002991306114,"Truist Financial Corporation","2023-05-08 16:00:01",38292701184,4.49,0.6874865,1331920000,"USD","2022-12-31",21421000000,3181000000,2682000000,62000000,3709000000,37806000000,138516000000,6880000000,337610000000,555255000000,413495000000,NA,NA,43180000000,10082000000,440203000000,494718000000,6634000000,26264000000,-13601000000,-13601000000,53841000000,23156000000,27013000000,7430000000,3027000000,34544000000,NA,23000000,"TFC"
"194","PCAR",2.8885101126292,2.50937022118719,1.24855781663384,12.13,0,25.1975386292729,1.20485811347707,"PACCAR Inc.","2023-05-08 16:00:04",38033301504,6,2.7399013,522555008,"USD","2022-12-31",4544700000,1614200000,1919800000,2198800000,682000000,25106500000,NA,3698800000,1437600000,33275500000,1665100000,NA,2891800000,NA,1428800000,10005100000,20108400000,522000000,13402400000,-953400000,-953400000,13167100000,13167100000,NA,NA,199000000,196100000,NA,NA,"PCAR"
