"","Symbol","Trade Time","Name","Ask","Market Capitalization","Earnings/Share","P/E Ratio","Price/Book","Shares Outstanding","Currency","date","cash","shortTermInvestments","netReceivables","inventory","otherCurrentAssets","totalCurrentAssets","longTermInvestments","propertyPlantEquipment","otherAssets","totalAssets","accountsPayable","shortLongTermDebt","otherCurrentLiab","longTermDebt","otherLiab","totalCurrentLiabilities","totalLiab","commonStock","retainedEarnings","treasuryStock","otherStockholderEquity","totalStockholderEquity","netTangibleAssets","goodWill","intangibleAssets","deferredLongTermAssetCharges","capitalSurplus","minorityInterest","deferredLongTermLiab","(ticker)"
"148","CHTR",2022-08-19 16:00:05,"Charter Communications, Inc.",457.45,73011273728,30.52,14.890563,7.3905544,160655008,"USD","2022-06-30",4.83e+08,NA,2.779e+09,NA,NA,3.738e+09,NA,3.4472e+10,4.758e+09,1.43258e+11,7.18e+08,1.533e+09,6.611e+09,9.4468e+10,2.3882e+10,1.1395e+10,1.29745e+11,NA,-1.0001e+10,-7.02e+09,NA,9.879e+09,-9.0411e+10,2.9563e+10,7.0727e+10,NA,2.69e+10,3.634e+09,NA,"CHTR"
"149","SLB",2022-08-19 16:00:01,"Schlumberger N.V.",37.2,52502155264,1.83,20.284151,3.2160804,1414390016,"USD","2022-06-30",1.893e+09,9.23e+08,6.247e+09,3.968e+09,1.285e+09,1.4316e+10,1.767e+09,6.386e+09,4.247e+09,4.2827e+10,7.157e+09,9.01e+08,2.525e+09,1.2946e+10,2.673e+09,1.0583e+10,2.6202e+10,1.1981e+10,9.244e+09,-4.9e+09,-3.464e+09,1.6325e+10,2.14e+08,1.3009e+10,3.102e+09,NA,NA,3e+08,NA,"SLB"
"150","CDNS",2022-08-19 16:00:05,"Cadence Design Systems, Inc.",188.27,51498516480,2.76,68.13043,19.616106,273870016,"USD","2022-07-02",1029544000,NA,415011000,106372000,NA,1657620000,NA,316741000,1246672000,4361274000,437195000,NA,605296000,347999000,345555000,1042491000,1736045000,2590893000,3468543000,-3434207000,-81380000,2625229000,1484988000,924460000,215781000,802886000,NA,NA,NA,"CDNS"
"151","MRNA",2022-08-19 16:00:04,"Moderna, Inc.",146.1,57154322432,29.35,4.977854,3.1843941,391200000,"USD","2022-06-30",2.873e+09,5.024e+09,2.844e+09,1.921e+09,7.91e+08,1.3563e+10,1.0192e+10,1.446e+09,8.42e+08,2.6043e+10,1.81e+08,NA,5.034e+09,NA,5.18e+08,6.812e+09,8.058e+09,NA,1.5812e+10,-2.4e+08,-2.4e+08,1.7985e+10,1.7985e+10,NA,NA,7.85e+08,2.413e+09,NA,NA,"MRNA"
"152","MCO",2022-08-19 16:03:33,"Moody's Corporation",311.66,57048317952,9.25,33.60973,24.875181,183500000,"USD","2022-06-30",1.617e+09,8.6e+07,1.602e+09,NA,1.59e+08,3.82e+09,5.95e+08,8.46e+08,9.13e+08,1.4315e+10,3.1e+07,4.99e+08,1.687e+09,7.3e+09,1.36e+09,2.755e+09,1.1836e+10,3e+06,1.3328e+10,-1.2002e+10,-5.99e+08,2.294e+09,-5.847e+09,5.841e+09,2.3e+09,3.41e+08,9.65e+08,1.85e+08,1.45e+08,"MCO"
"153","ADSK",2022-08-19 16:00:04,"Autodesk, Inc.",223.69,48362573824,2.15,103.53023,70.933716,217272000,"USD","2022-04-30",1.518e+09,6.7e+07,3.84e+08,NA,8.2e+07,2.358e+09,3.9e+07,4.65e+08,1.278e+09,8.261e+09,1.35e+08,3.5e+08,2.879e+09,2.279e+09,1.153e+09,3.801e+09,7.58e+09,2.972e+09,-2.143e+09,-1.48e+08,-1.48e+08,6.81e+08,-3.44e+09,3.642e+09,4.79e+08,7.59e+08,NA,NA,NA,"ADSK"
"154","ADM",2022-08-19 16:00:01,"Archer-Daniels-Midland Company",87.62,48897822720,6.43,13.566097,2.0061638,560561984,"USD","2022-06-30",9.06e+08,NA,8.309e+09,1.4485e+10,1.3463e+10,3.7647e+10,5.93e+09,1.0682e+10,1.022e+09,6.1828e+10,5.601e+09,1.104e+09,1.4118e+10,8.062e+09,2.681e+09,2.566e+10,3.7141e+10,3.066e+09,2.3292e+10,-1.965e+09,-1.965e+09,2.4393e+10,1.7846e+10,NA,6.547e+09,NA,NA,2.94e+08,NA,"ADM"
"155","HCA",2022-08-19 16:00:02,"HCA Healthcare, Inc.",216,61718982656,20.71,10.382907,-16.770395,287024992,"USD","2022-06-30",8.58e+08,1.14e+08,8.628e+09,2.043e+09,2.293e+09,1.3937e+10,8.14e+08,2.6726e+10,5.14e+08,5.1584e+10,3.742e+09,2.46e+08,NA,3.8657e+10,3.274e+09,8.999e+09,5.2726e+10,3e+06,-3.168e+09,-5.15e+08,-5.15e+08,-3.68e+09,-1.3273e+10,NA,9.593e+09,NA,NA,2.538e+09,NA,"HCA"
"156","NXPI",2022-08-19 16:00:04,"NXP Semiconductors N.V.",181.37,47354298368,9.13,19.75137,6.801826,262598000,"USD","2022-07-03",3.545e+09,NA,9.96e+08,1.462e+09,3.17e+08,6.32e+09,1e+07,2.914e+09,1.838e+09,2.2539e+10,1.462e+09,NA,1.016e+09,1.116e+10,1.212e+09,2.941e+09,1.5313e+10,5.6e+07,-4.522e+09,-2.476e+09,-5.2e+07,6.962e+09,-4.495e+09,9.93e+09,1.527e+09,NA,1.3904e+10,2.64e+08,NA,"NXPI"
"157","ORLY",2022-08-19 16:00:04,"O'Reilly Automotive, Inc.",736.56,46637092864,31.64,23.279078,-42.401127,63318300,"USD","2022-06-30",253904000,NA,453784000,4005384000,86800000,4799872000,71068000,6248354000,67096000,12067689000,5258712000,NA,419872000,4669833000,408881000,6413189000,13175119000,638000,-2391108000,-3611000,-3611000,-1107430000,-1988729000,881299000,NA,NA,1286651000,NA,NA,"ORLY"
"158","VLO",2022-08-19 16:00:01,"Valero Energy Corporation",119.15,46705143808,17.35,6.832853,2.227337,393969984,"USD","2022-06-30",5.392e+09,NA,1.3294e+10,7.147e+09,1.145e+09,2.7409e+10,NA,3.0754e+10,6.182e+09,6.4345e+10,1.6643e+10,1.022e+09,1.726e+09,1.1858e+10,7.785e+09,2.1969e+10,4.1612e+10,7e+06,3.3079e+10,-1.8962e+10,-1.425e+09,2.0969e+10,2.0969e+10,NA,NA,NA,6.845e+09,1.764e+09,6.182e+09,"VLO"
"159","CMG",2022-08-19 16:03:13,"Chipotle Mexican Grill, Inc.",1668.49,46429630464,26.09,64.095825,21.583677,27764600,"USD","2022-06-30",520933000,240684000,181510000,29456000,NA,1046299000,372422000,5023282000,81394000,6545336000,158581000,NA,163571000,NA,166091000,831623000,4391137000,373000,4347383000,-3975860000,-6639000,2154199000,2132260000,21939000,NA,NA,1782303000,NA,NA,"CMG"
"160","APH",2022-08-19 16:00:01,"Amphenol Corporation",79.11,47116328960,2.83,27.989399,7.2944098,594828032,"USD","2022-06-30",1215200000,119200000,2571600000,2043700000,NA,6.311e+09,NA,1155100000,493800000,14986100000,1372900000,28100000,242700000,4834200000,1029300000,2580700000,8444200000,6e+05,4553800000,-567900000,-475900000,6464300000,-561900000,6.275e+09,751200000,NA,2477800000,77600000,NA,"APH"
"161","MET",2022-08-19 16:00:01,"MetLife, Inc.",68.2,53751209984,3.95,17.060759,1.4487177,797614016,"USD","2022-06-30",2.0548e+10,3.043e+09,1.9069e+10,NA,1.0978e+10,5.8669e+10,3.13753e+11,NA,2.61072e+11,6.62893e+11,2.0721e+10,2.419e+09,9.054e+09,7.6375e+10,4.92942e+11,5.6209e+10,6.25526e+11,1.2e+07,4.1101e+10,-3.756e+10,-1.7372e+10,3.7101e+10,2.795e+10,9.151e+09,2.0248e+10,NA,3.3548e+10,2.66e+08,NA,"MET"
"162","GIS",2022-08-19 16:00:02,"General Mills, Inc.",78.19,46447509504,4.42,17.640272,4.4293585,595710016,"USD","2022-05-29",569400000,249800000,1874900000,1867300000,314900000,5089800000,513800000,3730600000,377500000,31090100000,3982300000,1673400000,465200000,9134400000,2899100000,8019900000,20302100000,75500000,18532600000,-9248600000,-1970500000,10542400000,-1.0836e+10,14378500000,6999900000,NA,1182900000,245600000,NA,"GIS"
"163","AZO",2022-08-19 16:00:01,"AutoZone, Inc.",2331.99,45446840320,112.87,20.661736,-13.477952,19487600,"USD","2022-05-07",263044000,58262000,439820000,5313114000,180481000,6254721000,61147000,7736257000,165795000,14520565000,6793205000,NA,76625000,6057444000,1126740000,8064076000,17907795000,207000,-2138160000,-2564994000,-302191000,-3387230000,-3689875000,302645000,NA,40707000,1315717000,NA,NA,"AZO"
"164","LHX",2022-08-19 16:00:01,"L3Harris Technologies, Inc.",244.9,45624291328,9.69,24.60578,2.3925302,191352992,"USD","2022-07-01",4.2e+08,NA,4.286e+09,1.249e+09,2.33e+08,6.188e+09,NA,2.803e+09,6.83e+08,3.4138e+10,1.721e+09,2.62e+08,1.629e+09,6.782e+09,2.526e+09,4.884e+09,1.4948e+10,1.92e+08,3.312e+09,1.5582e+10,1.5582e+10,1.9086e+10,-5.378e+09,1.8143e+10,6.321e+09,1.03e+08,NA,1.04e+08,NA,"LHX"
"165","ROP",2022-08-19 16:03:39,"Roper Technologies, Inc.",431.95,45936254976,9.52,45.516804,3.346514,106010000,"USD","2022-06-30",2879100000,NA,755100000,92500000,1265300000,4.992e+09,NA,77300000,413700000,25350300000,128800000,799900000,1.648e+09,6657100000,1800600000,3166100000,11623800000,1100000,11613500000,-305200000,-287800000,13726500000,-6140800000,13566600000,6300700000,46300000,2417100000,NA,NA,"ROP"
"166","KMB",2022-08-19 16:03:32,"Kimberly-Clark Corporation",137.99,46237335552,5.27,25.986717,77.94536,337622016,"USD","2022-06-30",3.11e+08,NA,2.469e+09,2.278e+09,6.04e+08,5.662e+09,2.7e+08,7.931e+09,1.256e+09,1.8114e+10,3.701e+09,3.63e+08,3.88e+08,7.958e+09,2.205e+09,7.209e+09,1.7372e+10,4.73e+08,8.022e+09,-8.5e+09,-3.389e+09,5.93e+08,-2.402e+09,2.102e+09,8.93e+08,NA,5.98e+08,1.49e+08,NA,"KMB"
"167","FCX",2022-08-19 16:03:07,"Freeport-McMoRan, Inc.",30.43,43521273856,3.22,9.456522,2.9346569,1429270016,"USD","2022-06-30",9.492e+09,NA,1.412e+09,4.67e+09,6.08e+08,1.6182e+10,NA,3.12e+10,2.731e+09,5.0113e+10,3.545e+09,1.038e+09,1.032e+09,1.0054e+10,1.008e+10,5.932e+09,2.6066e+10,1.61e+08,-5.008e+09,-5.925e+09,-3.86e+08,1.4889e+10,1.4889e+10,NA,NA,NA,2.5661e+10,9.158e+09,NA,"FCX"
"168","IQV",2022-08-19 16:03:25,"IQVIA Holdings, Inc.",251.11,44579143680,5.94,40.23906,8.33345,186508000,"USD","2022-06-30",1.428e+09,9e+07,2.723e+09,NA,4.82e+08,4.911e+09,1.59e+08,8.99e+08,6.07e+08,2.4413e+10,2.847e+09,1.52e+08,2.105e+09,1.2615e+10,1.057e+09,5.104e+09,1.9061e+10,3e+06,2.824e+09,-8.262e+09,-6.97e+08,5.352e+09,-1.2485e+10,1.3104e+10,4.733e+09,1.2e+08,1.0787e+10,NA,NA,"IQV"
"169","AIG",2022-08-19 16:00:01,"American International Group, I",56.11,42659336192,15.24,3.6811023,0.9645473,760416000,"USD","2022-06-30",2.378e+09,9.165e+09,1.5e+10,NA,7.7416e+10,1.03959e+11,2.53737e+11,NA,1.66404e+11,5.38938e+11,7.6739e+10,5.1e+07,6.1327e+10,2.8387e+10,3.2561e+11,1.38117e+11,4.92114e+11,4.766e+09,3.055e+10,-7.2136e+10,-1.7656e+10,4.4859e+10,4.4859e+10,NA,1.4838e+10,1.4353e+10,8.1679e+10,1.48e+09,NA,"AIG"
"170","MAR",2022-08-19 16:00:04,"Marriott International",161.57,52376043520,5.17,31.2147,29.63276,324551008,"USD","2022-06-30",5.46e+08,NA,2.282e+09,NA,NA,3.106e+09,3.63e+08,2.534e+09,3.838e+09,2.4615e+10,7.73e+08,5.58e+08,3.115e+09,8.087e+09,6.712e+09,6.853e+09,2.2843e+10,5e+06,1.1262e+10,-1.5367e+10,-6.51e+08,1.772e+09,-1.3002e+10,8.92e+09,5.854e+09,2.28e+08,5.872e+09,NA,2.892e+09,"MAR"
"171","CTVA",2022-08-19 16:03:08,"Corteva, Inc.",61.33,44071739392,2.44,25.135246,1.7078809,718600000,"USD","2022-06-30",2.401e+09,2.54e+08,6.971e+09,4.184e+09,9.54e+08,1.4764e+10,9.3e+07,4.3e+09,2.089e+09,4.0906e+10,3.567e+09,NA,1.206e+09,1.281e+09,5.696e+09,7.856e+09,1.4835e+10,7e+06,1.252e+09,-3.223e+09,-3.223e+09,2.5831e+10,6.171e+09,9.987e+09,9.673e+09,4.49e+08,2.7795e+10,2.4e+08,NA,"CTVA"
"172","EXC",2022-08-19 16:00:04,"Exelon Corporation",46.32,45760360448,1.83,25.213114,1.9123802,991772032,"USD","2022-06-30",8.16e+08,NA,3.242e+09,6.24e+08,2.66e+09,7.342e+09,2.35e+08,6.6456e+10,1.1632e+10,9.2295e+10,2.451e+09,5.05e+08,2.258e+09,3.6179e+10,2.4429e+10,8.031e+09,6.8639e+10,2.0319e+10,4.161e+09,-8.24e+08,-7.01e+08,2.3656e+10,1.7026e+10,6.63e+09,NA,NA,NA,NA,8.35e+09,"EXC"
"173","COF",2022-08-19 16:00:01,"Capital One Financial Corporati",115.4,43068215296,22.91,4.897861,0.88681823,383817984,"USD","2022-06-30",2.1553e+10,NA,NA,5.2e+07,3.221e+09,2.8259e+10,8.3459e+10,4.238e+09,3.09036e+11,4.40288e+11,3.07885e+11,NA,NA,5.8455e+10,1.4954e+10,3.11926e+11,3.86878e+11,7e+06,5.4836e+10,-3.5858e+10,-6.916e+09,4.8565e+10,3.3704e+10,1.4778e+10,5.18e+08,NA,2.958e+10,NA,NA,"COF"
"174","TEL",2022-08-19 16:03:42,"TE Connectivity Ltd. New Switze",135,43136684032,7.64,17.653141,4.141563,319839008,"USD","2022-06-24",8.2e+08,NA,3.132e+09,3.028e+09,4.8e+07,7.583e+09,NA,3.712e+09,3.346e+09,2.1348e+10,1.917e+09,8.22e+08,7.55e+08,3.38e+09,2.373e+09,5.058e+09,1.0811e+10,1.46e+08,1.2084e+10,-1.796e+09,-4.26e+08,1.0434e+10,3.727e+09,5.352e+09,1.355e+09,2.478e+09,NA,1.03e+08,NA,"TEL"
"175","PAYX",2022-08-19 16:00:04,"Paychex, Inc.",138,49843523584,3.84,36.065105,16.156092,359907008,"USD","2022-05-31",3.7e+08,853900000,1318200000,NA,3956400000,6581600000,5e+06,4.8e+08,512500000,9635200000,105700000,NA,4220900000,797700000,408300000,5269200000,6.55e+09,3600000,1669600000,-133900000,-133900000,3085200000,1029100000,1831500000,224600000,NA,1545900000,NA,433300000,"PAYX"
"176","O",2022-08-19 16:00:01,"Realty Income Corporation",72.92,45027545088,0.99,73.64647,1.710298,617577024,"USD","2022-06-30",172849000,NA,1052793000,NA,314014000,1540056000,113562000,34371926000,39902000,44951918000,65613000,45500000,194677000,14977894000,1601147000,1484140000,18549039000,31303383000,NA,-4976771000,-4976771000,26326612000,17440140000,3731478000,5154994000,NA,NA,76267000,19663000,"O"
"177","SYY",2022-08-19 16:00:02,"Sysco Corporation",87.6,44089176064,2.64,32.833332,31.891098,508643008,"USD","2022-07-02",867086000,NA,4904713000,4448154000,NA,10523742000,NA,5179717000,927754000,22126211000,5793481000,580611000,40042000,10066931000,1218078000,8790577000,20712003000,765175000,10539722000,-11688942000,-1482054000,1382260000,-4112738000,4542315000,952683000,377604000,1766305000,31948000,NA,"SYY"
"178","ECL",2022-08-19 16:03:25,"Ecolab Inc.",184.96,48955408384,3.83,44.851177,6.901567,284988992,"USD","2022-06-30",124900000,NA,2826700000,1720700000,99700000,4.905e+09,NA,3664800000,627300000,21163600000,1524800000,2500000,543500000,8160700000,1779600000,3.806e+09,14045200000,364500000,9003300000,-8804200000,-1617900000,7093400000,-4873100000,7935900000,4030600000,117300000,6529800000,2.5e+07,NA,"ECL"
"179","MSI",2022-08-19 16:04:02,"Motorola Solutions, Inc.",254.52,42263625728,6.95,36.43885,-95.422005,166884992,"USD","2022-07-02",7.17e+08,NA,2.329e+09,1.071e+09,2.94e+08,4.411e+09,9.4e+07,1.405e+09,1.634e+09,1.1672e+10,1.073e+09,NA,1.878e+09,6.011e+09,1.982e+09,3.801e+09,1.2102e+10,2e+06,9.36e+08,-2.491e+09,-2.491e+09,-4.43e+08,-4.571e+09,2.873e+09,1.255e+09,1.004e+09,1.11e+09,1.3e+07,1.18e+08,"MSI"
"180","PSX",2022-08-19 16:00:02,"Phillips 66",88.4,42544152576,11.8,7.4949155,1.7525365,481051008,"USD","2022-06-30",2.809e+09,NA,1.3393e+10,4.58e+09,2.371e+09,2.2492e+10,1.4047e+10,2.2229e+10,1.746e+09,6.2812e+10,1.3652e+10,5.26e+08,1.812e+09,1.2443e+10,7.124e+09,1.7608e+10,3.8239e+10,7e+06,1.9087e+10,-1.4535e+10,-7.33e+08,2.4276e+10,2.1978e+10,1.486e+09,8.12e+08,NA,1.9717e+10,2.97e+08,NA,"PSX"
"181","WMB",2022-08-19 16:00:01,"Williams Companies, Inc. (The)",34.93,42563256320,1.28,27.289062,3.801698,1218530048,"USD","2022-06-30",1.33e+08,NA,2.784e+09,3.71e+08,4.99e+08,3.787e+09,5.116e+09,2.966e+10,1.359e+09,4.7555e+10,2.496e+09,8.76e+08,6.7e+07,2.08e+10,7.081e+09,5.838e+09,3.3719e+10,1.253e+09,-1.3498e+10,-1.064e+09,-2.3e+07,1.1191e+10,3.558e+09,NA,7.633e+09,NA,2.45e+10,2.61e+09,NA,"WMB"
"182","A",2022-08-19 16:03:05,"Agilent Technologies, Inc.",137.6,40735518720,4.38,31.42009,8.001628,2.96e+08,"USD","2022-07-31",1.071e+09,6e+06,1.345e+09,1.01e+09,2.58e+08,3.69e+09,1.94e+08,1.054e+09,7.49e+08,1.0484e+10,5.58e+08,NA,4.98e+08,2.732e+09,7.59e+08,1.902e+09,5.393e+09,3e+06,1.39e+08,-3.62e+08,-3.62e+08,5.091e+09,2.94e+08,NA,4.797e+09,NA,5.311e+09,NA,NA,"A"
"183","XEL",2022-08-19 16:00:04,"Xcel Energy Inc.",77.77,42085486592,3.01,25.561462,2.6342099,546990976,"USD","2022-06-30",3.35e+08,NA,1.876e+09,6.45e+08,1.524e+09,4.842e+09,3.76e+08,4.7475e+10,6.624e+09,5.9317e+10,1.59e+09,6.51e+08,2.055e+09,2.3205e+10,1.4162e+10,4.865e+09,4.3346e+10,1.367e+09,6.747e+09,-1.03e+08,-1.03e+08,1.5971e+10,1.5971e+10,NA,NA,NA,7.96e+09,NA,2.965e+09,"XEL"
"184","TRV",2022-08-19 16:00:02,"The Travelers Companies, Inc.",173.08,40969715712,14.39,11.99722,1.7910014,237312992,"USD","2022-06-30",7.1e+08,3.569e+09,9.132e+09,NA,1.2856e+10,2.6267e+10,7.592e+10,NA,7.363e+09,1.16587e+11,5.8603e+10,NA,1.7811e+10,7.191e+09,1.0008e+10,7.6514e+10,9.3713e+10,2.4419e+10,4.2684e+10,-4.4229e+10,-5.155e+09,2.2874e+10,1.8613e+10,3.967e+09,3.07e+09,1.374e+09,NA,NA,NA,"TRV"
"185","DVN",2022-08-19 16:00:02,"Devon Energy Corporation",68.55,44860350464,7.89,8.683144,4.4527493,654800000,"USD","2022-06-30",3.3e+09,NA,2.348e+09,NA,7.03e+08,6.351e+09,4.23e+08,1.5349e+10,3.18e+08,2.3194e+10,6.68e+08,NA,3.375e+09,6.461e+09,2.154e+09,4.094e+09,1.2968e+10,6.6e+07,3.107e+09,-1.43e+08,-1.3e+08,1.009e+10,9.337e+09,7.53e+08,NA,NA,7.06e+09,1.36e+08,NA,"DVN"
"186","JCI",2022-08-19 16:00:01,"Johnson Controls International ",57.59,39441260544,1.48,38.689186,2.4669337,688809984,"USD","2022-06-30",1.506e+09,NA,5.855e+09,2.574e+09,1.624e+09,1.1559e+10,1.07e+09,4.252e+09,2.954e+09,4.2324e+10,4.125e+09,2.17e+08,4.152e+09,7.194e+09,5.105e+09,1.1883e+10,2.5181e+10,7e+06,6.45e+08,-1.863e+09,-6.62e+08,1.5988e+10,-6.501e+09,1.7725e+10,4.764e+09,NA,1.7199e+10,1.155e+09,1.22e+08,"JCI"
"187","DOW",2022-08-19 16:00:02,"Dow Inc.",55.52,39851085824,8.84,6.277149,2.1003823,718166976,"USD","2022-06-30",2.367e+09,1.69e+08,9.753e+09,8.225e+09,1.088e+09,2.1769e+10,5.181e+09,2.1432e+10,2.54e+09,6.2143e+10,8.517e+09,2.54e+08,1.586e+09,1.2346e+10,1.5219e+10,1.3309e+10,4.2636e+10,8e+06,2.2827e+10,-1.2205e+10,-9.204e+09,1.8973e+10,7.752e+09,8.605e+09,2.616e+09,1.118e+09,8.343e+09,5.34e+08,1.383e+09,"DOW"
"188","STZ",2022-08-19 16:03:45,"Constellation Brands, Inc.",252.43,47816314880,6.58,38.25076,4.1183014,159335008,"USD","2022-05-31",101800000,NA,879900000,1656400000,167900000,3302200000,2706300000,6163300000,2988500000,25841100000,874600000,567400000,20300000,10265700000,1638600000,2365800000,14282600000,2200000,14746200000,-5.342e+09,-166300000,11231400000,550600000,7915100000,2765700000,2334800000,1.825e+09,327100000,NA,"STZ"
"189","MSCI",2022-08-19 16:03:31,"MSCI Inc",487.51,38519828480,9.73,49.176773,-37.52568,80502896,"USD","2022-06-30",842300000,NA,586815000,NA,16400000,1489081000,216554000,187512000,132689000,4833352000,9295000,6532000,846635000,4505338000,101686000,1120280000,5859798000,1336000,3243654000,-5763770000,-64701000,-1026446000,-3833962000,2231154000,576362000,64216000,1492334000,NA,1900000,"MSCI"
"190","MCHP",2022-08-19 16:00:04,"Microchip Technology Incorporat",71.08,39137964032,2.72,26.044117,6.547135,552483968,"USD","2022-06-30",377100000,2e+06,1.145e+09,911800000,207300000,2643200000,NA,994900000,2027300000,16208400000,304700000,NA,175300000,7563900000,1181200000,1485400000,10230500000,6e+05,4575900000,-991600000,-16600000,5977900000,-4565100000,6673600000,3869400000,1747700000,2.393e+09,NA,NA,"MCHP"
"191","AJG",2022-08-19 16:04:24,"Arthur J. Gallagher & Co.",191.51,40111075328,4.94,38.603237,4.5535946,210336000,"USD","2022-06-30",523600000,NA,19687600000,NA,4359300000,24744400000,34800000,932800000,2051100000,39990400000,20381200000,7.1e+08,575500000,5561500000,1749100000,23504700000,31128600000,210300000,3388700000,-1057300000,-1057300000,8808700000,-3418600000,9036400000,3190900000,1136800000,6.267e+09,53100000,NA,"AJG"
"192","PRU",2022-08-19 16:00:01,"Prudential Financial, Inc.",103.85,38464798720,5.5,18.800001,1.3645841,3.72e+08,"USD","2022-06-30",1.4359e+10,6.828e+09,6.96e+08,NA,5.18e+09,3.3335e+10,3.34511e+11,NA,3.0855e+11,6.95599e+11,2.256e+09,1.58e+08,1.1347e+10,1.9844e+10,6.18929e+11,2.7908e+10,6.66681e+11,6e+06,3.5137e+10,-3.2569e+10,-1.0178e+10,2.8235e+10,2.8235e+10,NA,1.9203e+10,NA,2.5661e+10,6.83e+08,NA,"PRU"
"193","ENPH",2022-08-19 16:00:04,"Enphase Energy, Inc.",282.8,38429151232,1.39,204.10072,85.1952,135456992,"USD","2022-06-30",495473000,752328000,338988000,130266000,NA,1735992000,40913000,103765000,262547000,2437108000,90398000,88429000,123127000,1197786000,292132000,480010000,1986109000,1000,-251230000,-11245000,-11245000,450999000,157108000,197004000,96887000,174307000,713473000,NA,NA,"ENPH"
"194","TT",2022-08-19 16:03:45,"Trane Technologies plc",164.51,37934391296,6.26,26.151758,6.627399,231716992,"USD","2022-06-30",1090200000,NA,2942800000,1886900000,205300000,6125200000,53600000,1425900000,1.337e+09,17680800000,2000200000,1049800000,1127800000,3786700000,2524500000,5630300000,11941500000,256200000,8003700000,-2548500000,-829100000,5723500000,-3015600000,5456600000,3282500000,NA,12100000,15800000,NA,"TT"
"195","CTAS",2022-08-19 16:00:05,"Cintas Corporation",436.52,44170584064,11.65,37.46953,13.42106,101188000,"USD","2022-05-31",90471000,NA,1027928000,1388856000,83700000,2631983000,5737000,1377376000,574384000,8147256000,251504000,311574000,97525000,2545499000,731607000,1432890000,4839060000,1771917000,8719163000,-7182884000,107917000,3308196000,-249580000,3042976000,514800000,NA,NA,NA,232224000,"CTAS"
"196","AFL",2022-08-19 16:00:01,"AFLAC Incorporated",65,40240414720,6.63,9.604826,1.5313214,631916032,"USD","2022-06-30",5.173e+09,1.695e+09,6.87e+08,NA,3.064e+09,1.0619e+10,1.0129e+11,5.12e+08,1.475e+10,1.35629e+11,4.453e+09,3.42e+08,6.034e+09,7.279e+09,8.7736e+10,1.409e+10,1.09242e+11,1.35e+08,4.3547e+10,-1.9884e+10,-5.48e+08,2.6387e+10,2.6387e+10,NA,8.458e+09,NA,2.589e+09,NA,NA,"AFL"
"197","PH",2022-08-19 16:00:02,"Parker-Hannifin Corporation",296.91,37967302656,10.09,29.312191,4.2956533,128372000,"USD","2022-06-30",535799000,27862000,2885261000,2214553000,NA,12046644000,788057000,2122758000,110585000,25943943000,1731925000,NA,250292000,9755825000,1468880000,5859318000,17084023000,8848011000,NA,NA,NA,8848011000,-2027888000,7740082000,3135817000,110585000,NA,11909000,NA,"PH"
"198","HLT",2022-08-19 16:03:43,"Hilton Worldwide Holdings Inc.",135.95,37160402944,3.37,40.201782,-47.304466,274287008,"USD","2022-06-30",1.175e+09,NA,1.289e+09,NA,2.48e+08,2.84e+09,6.4e+07,8.81e+08,6.8e+08,1.5382e+10,1.647e+09,NA,2.6e+08,8.575e+09,3.521e+09,3.195e+09,1.6171e+10,3e+06,-5.783e+09,-5.762e+09,-7.14e+08,-7.89e+08,-1.1706e+10,5.03e+09,5.887e+09,2.13e+08,1.0753e+10,NA,NA,"HLT"
"199","GPN",2022-08-19 16:00:02,"Global Payments Inc.",133.68,36810018816,0.31,428.41934,1.5488046,277163008,"USD","2022-06-30",1933309000,NA,989172000,NA,1775924000,5216996000,NA,1689292000,3500356000,44175824000,2126194000,1280617000,2105454000,10833813000,3333771000,5981805000,20199297000,NA,2326259000,-371178000,-371178000,23755655000,-10013525000,23496495000,10272685000,30564000,21800574000,220872000,452408000,"GPN"
"200","NUE",2022-08-19 16:00:02,"Nucor Corporation",144,36170829824,32.33,4.2737393,2.1519125,261784992,"USD","2022-07-02",2002708000,363287000,4749600000,6579142000,339074000,14033811000,NA,9213600000,1062394000,31668457000,2130196000,629171000,427200000,6621685000,1834763000,5359201000,13815649000,152061000,22064383000,-7522978000,-70810000,16808644000,9449992000,3929503000,3429149000,NA,2115178000,1044164000,NA,"NUE"
"201","CARR",2022-08-19 16:00:02,"Carrier Global Corporation",42.63,35750445056,3.02,14.066225,5.340709,841582976,"USD","2022-06-30",3.017e+09,NA,3.535e+09,2.35e+09,3.74e+08,9.276e+09,1.671e+09,2.4e+09,7.9e+08,2.3662e+10,2.403e+09,2.69e+08,4.7e+08,8.298e+09,2.336e+09,5.546e+09,1.667e+10,9e+06,4.564e+09,-3.318e+09,-1.775e+09,6.696e+09,-2.829e+09,9.067e+09,4.58e+08,5.66e+08,5.441e+09,2.96e+08,NA,"CARR"
"202","DLTR",2022-08-19 16:00:04,"Dollar Tree, Inc.",167.67,37653549056,6.56,25.560974,4.587939,224556000,"USD","2022-04-30",1218500000,NA,NA,4801100000,262700000,6282300000,NA,10878900000,126800000,22372300000,1794100000,NA,1089100000,3418100000,1334900000,4289900000,14130800000,2200000,7.044e+09,-35300000,-35300000,8241500000,3157200000,1984300000,3.1e+09,19300000,1230600000,NA,NA,"DLTR"
