"","Symbol","Price/Book Ratio","CurrentRatio","NetCurrentRatio","P.E.Ratio","Ask","BookPrice","Name","Trade.Time","Market.Capitalization","Earnings.Share","Price.Book","Shares.Outstanding","Currency","date","cash","netReceivables","totalCurrentAssets","longTermInvestments","propertyPlantEquipment","goodWill","intangibleAssets","otherAssets","deferredLongTermAssetCharges","totalAssets","otherCurrentLiab","otherLiab","minorityInterest","totalCurrentLiabilities","totalLiab","commonStock","retainedEarnings","treasuryStock","capitalSurplus","otherStockholderEquity","totalStockholderEquity","netTangibleAssets","otherCurrentAssets","accountsPayable","deferredLongTermLiab","shortLongTermDebt","shortTermInvestments","inventory","longTermDebt","X.ticker."
"187","ANIK",2.3535275941326,5.76205206631678,2.63686973119135,NA,35,13.6518480549706,"Anika Therapeutics Inc.","2022-02-25 16:00:04",463854400,-0.399,1.5990644,14436800,"USD","2021-09-30",90976000,32352000,165780000,NA,70508000,7950000,85021000,23671000,NA,352930000,5984000,14461000,NA,28771000,62870000,144000,231371000,-5319000,63864000,-5319000,290060000,197089000,NA,7942000,NA,NA,NA,35019000,NA,"ANIK"
"188","ANIP",35.3250428684538,2.25497219342068,0.685838789325249,NA,41.65,1.06141461921255,"ANI Pharmaceuticals, Inc.","2022-02-25 16:00:03",624617408,-1.834,2.367922,16658900,"USD","2021-09-30",15254000,106714000,191384000,NA,39526000,3580000,170141000,65823000,60196000,470454000,32291000,NA,NA,84872000,279051000,1000,-23439000,-7370000,222211000,-4235000,191403000,17682000,3330000,11513000,3e+05,15927000,NA,61684000,193989000,"ANIP"
"189","ANIX",2.3170645619164,28.3373912263248,24.1535002448662,NA,2.83,1.17605692230596,"Anixa Biosciences, Inc.","2022-02-25 16:00:02",82110512,-0.453,2.3112807,30132300,"USD","2021-10-31",29128298,NA,36003449,NA,253955,NA,NA,NA,NA,36257404,NA,NA,-670506,1270528,1490610,300509,-204790018,NA,239926809,NA,35437300,35437300,NA,136196,NA,NA,6599595,NA,NA,"ANIX"
"190","ANNX",0.745798175266658,23.1141874318315,6.03117406247948,NA,5.37,6.89194471371838,"Annexon, Inc.","2022-02-25 16:00:04",197246464,-3.035,0.74568397,38374800,"USD","2021-09-30",68519000,231000,275498000,NA,32899000,NA,NA,1759000,NA,310156000,NA,NA,NA,11919000,45679000,38000,-258944000,-75000,523458000,-75000,264477000,264477000,NA,4797000,NA,NA,202848000,NA,NA,"ANNX"
"191","ANSS",49.6107984213285,2.92570670068667,1.07409135265618,62.864346,323.5,6.53849593029921,"ANSYS, Inc.","2022-02-25 16:00:04",28295667712,5.16,6.299375,87230000,"USD","2021-09-30",1080838000,624849000,1756685000,NA,210731000,3101623000,667268000,238445000,23186000,5974752000,326056000,178784000,NA,600431000,1635508000,953000,4056049000,-1146177000,1428419000,-49126000,4339244000,570353000,NA,12590000,NA,NA,527000,NA,753451000,"ANSS"
"192","ANZU",-15.744184736938,0.69308510945199,0.00418082296310203,NA,9.73,-0.770919552941176,"Anzu Special Acquisition Corp I","2022-02-24 15:59:57",515843744,NA,-15.73744,42500000,"USD","2021-09-30",1032015,NA,1921986,NA,NA,NA,NA,425028687,NA,426950673,NA,456941666,NA,2773088,459714754,1063,-32765144,NA,NA,NA,-32764081,-32764081,-1,800127,NA,NA,NA,NA,NA,"ANZU"
"193","AOUT",1.3373860745269,4.82119526943345,3.04641777532262,13.983334,16.79,12.5468632136991,"American Outdoor Brands, Inc.","2022-02-25 16:00:03",238022624,1.2,0.8227104,14184900,"USD","2021-10-31",32603000,49765000,198532000,NA,37169000,64315000,46978000,7444000,7086000,354438000,671000,59000,NA,41179000,65169000,14000,22569000,NA,266686000,NA,289269000,177976000,NA,20081000,NA,NA,NA,104973000,NA,"AOUT"
"194","APA",-7.32034295172414,1.12423240434577,0.178839795611662,13,33.69,-4.59951092347798,"APA Corporation","2022-02-25 16:00:04",11675947008,2.59,-7.3243413,346776000,"USD","2021-12-31",3.02e+08,1.394e+09,2.38e+09,1.365e+09,8.335e+09,NA,NA,1.223e+09,1.3e+07,1.3303e+10,3.37e+08,3.744e+09,1.59e+09,2.117e+09,1.3308e+10,2.62e+08,-9.488e+09,-4.014e+09,1.1645e+10,2.2e+07,-1.595e+09,-1.595e+09,1.55e+08,7.31e+08,5.7e+08,NA,NA,4.73e+08,7.261e+09,"APA"
"195","APAC",-14.2199257886443,4.98046299598406,0.00582177858394301,NA,9.91,-0.87025765,"StoneBridge Acquisition Corpora","2022-02-25 09:30:32",247499984,NA,-14.224138,2e+07,"USD","2021-09-30",703380,NA,1284820,NA,NA,NA,NA,202002034,NA,203286854,89592,220434035,NA,257972,220692007,500,-17405653,NA,NA,NA,-17405153,-17405153,NA,168380,NA,NA,NA,NA,NA,"APAC"
"196","APCX",14.3828269437059,0.024420063954535,0.0230955687100059,NA,1.49,0.0604888040025209,"AppTech Payments Corp.","2022-02-25 16:00:03",13528674,-7.169,11.012658,15550200,"USD","2021-09-30",22495,34829,150840,NA,203938,NA,NA,7116958,NA,7471736,581733,15000,NA,6176888,6531123,113126,-120442111,NA,121269598,NA,940613,940613,NA,1732924,25000,NA,NA,NA,160040,"APCX"
"197","APDN",1.75808490950063,3.45251124347295,3.41962794470626,NA,2.66,1.48456984392449,"Applied DNA Sciences, Inc.","2022-02-25 16:00:03",19538772,-1.913,2.328278,7486120,"USD","2021-09-30",6554948,2804039,11297801,NA,3023915,NA,NA,95040,NA,14416756,281000,31467,-722,3272343,3303810,7488,-284122092,NA,295228272,NA,11113668,11113668,NA,2010410,NA,NA,NA,1369933,NA,"APDN"
"198","APEI",5.1587487453998,2.10706875700385,0.595791673071915,22.24972,22,3.83426335706497,"American Public Education, Inc.","2022-02-25 16:00:03",370068000,0.889,0.9150206,18709200,"USD","2021-09-30",114887000,35269000,189908000,9668000,186451000,243766000,88936000,4458000,NA,723187000,25990000,1864000,NA,90129000,318749000,187000,119551000,NA,284700000,NA,404438000,71736000,26600000,9066000,NA,8750000,NA,NA,153336000,"APEI"
"199","APEN",-21.8640776242282,3.62019876443728,0.757467614578357,NA,5.66,-0.257500006309419,"Apollo Endosurgery, Inc.","2022-02-25 16:00:04",223079184,-0.816,3.636951,39623300,"USD","2021-09-30",27353000,10290000,53912000,NA,5586000,5290000,4821000,1473000,NA,71082000,220000,109000,NA,14892000,71174000,30000,-287050000,1915000,285013000,1915000,-92000,-10203000,NA,4512000,NA,1129000,NA,11317000,54107000,"APEN"
"200","APLS",-72.230816432621,5.04501416641022,0.815464122645425,NA,54,-0.588806842020757,"Apellis Pharmaceuticals, Inc.","2022-02-25 16:00:03",4140631552,-6.473,-64.733635,97357904,"USD","2021-09-30",283745000,23522000,475427000,NA,27439000,NA,NA,22823000,NA,525689000,15334000,281017000,NA,94237000,583014000,9000,-1508755000,-2010000,1453431000,-2010000,-57325000,-57325000,14543000,4984000,NA,NA,146566000,1677000,189610000,"APLS"
"201","APLT",0.601709830336444,3.79155724151347,3.67214092821704,NA,2.09,3.30724189887662,"Applied Therapeutics, Inc.","2022-02-25 16:00:03",52168844,-4.135,0.6017539,26215500,"USD","2021-09-30",70207000,327000,116943000,NA,1404000,NA,NA,2e+05,NA,118547000,657000,NA,NA,30843000,31846000,3000,-239156000,-254000,326108000,-254000,86701000,86701000,3925000,9170000,NA,NA,38595000,NA,NA,"APLT"
"202","APMI",-13.8597398110834,3.98474465729323,0.00796857941403497,NA,9.64,-0.867620866666667,"AxonPrime Infrastructure Acquis","2022-02-25 15:37:57",180374992,NA,-13.861671,1.5e+07,"USD","2021-09-30",748044,NA,1313591,NA,NA,NA,NA,150518417,NA,151832008,NA,164516666,NA,329655,164846321,375,-13014688,NA,NA,NA,-13014313,-13014313,NA,NA,NA,NA,NA,NA,NA,"APMI"
"203","APOG",5.13743469106222,1.68375785947038,0.721854721606806,NA,45.56,8.86239971044218,"Apogee Enterprises, Inc.","2022-02-25 16:00:04",1132126208,-0.895,2.4240003,24865500,"USD","2021-11-27",78272000,193328000,366874000,NA,305683000,129932000,123553000,56049000,NA,982091000,64682000,84740000,NA,217890000,508238000,8409000,336816000,-29951000,158579000,-29951000,473853000,220368000,19837000,80995000,NA,1e+06,NA,75437000,1.62e+08,"APOG"
"204","APP",-30.3295876776581,2.85443373443226,0.645756809200247,615.0538,57.35,-2.38641547803903,"Applovin Corporation","2022-02-25 16:00:02",21455089664,0.093,10.035089,296427008,"USD","2021-09-30",1049617000,412884000,1626365000,NA,140345000,997661000,1758796000,44593000,NA,4567760000,192164000,152048000,160000,569768000,2518541000,11000,-1008320000,-27560000,3084928000,-27560000,2049059000,-707398000,1893000,208539000,NA,21210000,5165000,NA,1731020000,"APP"
"205","APPF",21.5234865944597,4.01154424616885,1.70610607841781,2092.2222,112.99,9.47076702091118,"AppFolio, Inc.","2022-02-25 16:00:02",3916779520,0.054,13.418053,19214600,"USD","2021-09-30",84444000,12184000,197376000,9287000,70774000,56147000,53575000,20228000,12834000,407387000,6059000,9927000,NA,49202000,115688000,4000,152728000,-25773000,164740000,-17000,291699000,181977000,7535000,2493000,NA,NA,76034000,NA,NA,"APPF"
"206","APPH",0.879277098920189,5.62907142857143,1.70461083672807,NA,3.53,4.01466159454747,"AppHarvest, Inc.","2022-02-25 16:00:03",356332320,-1.64,0.7635734,100944000,"USD","2021-09-30",221574000,NA,236421000,5e+06,290806000,50863000,9321000,11724000,NA,604135000,9291000,6910000,NA,4.2e+07,138695000,10000,-98927000,-2578000,566935000,-2578000,465440000,405256000,8200000,16354000,NA,9633000,NA,4187000,87509000,"APPH"
"207","APPN",19.2329798716757,1.94243358367896,1.45682110519811,NA,58.76,5.41381494319465,"Appian Corporation","2022-02-25 16:00:03",4241545216,-1.248,17.940727,40735600,"USD","2021-09-30",127122000,110223000,346569000,NA,63498000,27414000,8527000,48362000,991000,494370000,124885000,9882000,NA,178420000,237894000,7000,-231686000,-2410000,490565000,-2410000,256476000,220535000,21632000,9899000,42035000,NA,61384000,NA,NA,"APPN"
"208","APPS",-8.59163953935877,0.537546797231722,0.373474539318719,106.65924,48,-5.57402342380251,"Digital Turbine, Inc.","2022-02-25 16:00:03",4643471872,0.449,9.579916,96961200,"USD","2021-09-30",95522000,228107000,345176000,NA,40030000,559033000,467528000,844000,NA,1412611000,353325000,22591000,2185000,642132000,924229000,10000,-218902000,-36792000,741781000,-36721000,486097000,-540464000,695000,167104000,NA,NA,NA,NA,244001000,"APPS"
"209","APR",-22.626266757308,1.18169554311049,0.459082107744194,14.874552,37.4,-1.65073629459639,"Apria, Inc.","2022-02-25 16:00:04",1331329536,2.511,57.197548,35644700,"USD","2021-09-30",216497000,75510000,324106000,3600000,299541000,15580000,66391000,19900000,835000,729118000,26886000,40384000,NA,274272000,705987000,354000,-932506000,NA,955283000,NA,23131000,-58840000,NA,108653000,NA,31250000,NA,8066000,351142000,"APR"
"210","APRE",0.69922468426679,6.8783848034075,6.85580493228524,NA,1.76,2.48847063372637,"Aprea Therapeutics, Inc.","2022-02-25 16:00:03",37349276,-2.112,0.69572175,21465100,"USD","2021-09-30",61428404,NA,62179333,NA,276152,NA,NA,29375,NA,62484860,NA,NA,NA,9039816,9069589,21360,-173379194,-10454699,237227804,-10454699,53415271,53415271,NA,2548388,NA,NA,NA,NA,NA,"APRE"
"211","APTM",-23.1581733366507,32.4709059893859,0.00911992205213937,NA,9.7,-0.516438021638331,"Alpha Partners Technology Merge","2022-02-24 15:44:25",348208448,NA,-23.137018,29115000,"USD","2021-09-30",2367778,NA,2741064,NA,NA,NA,NA,282780675,NA,285521739,NA,300473416,NA,84416,300557832,793,-15036886,NA,NA,NA,-15036093,-15036093,NA,9555,NA,NA,NA,NA,NA,"APTM"
"212","APTX",1.90379007872048,21.0738500716218,6.42502911490683,NA,3.18,1.65459423174208,"Aptinyx Inc.","2022-02-25 16:00:02",213304448,-1.027,1.9033234,67715696,"USD","2021-09-30",125290000,NA,132407000,NA,243000,NA,NA,NA,NA,132650000,545000,287000,NA,6283000,20608000,677000,-268277000,NA,379642000,NA,112042000,112042000,197000,3117000,NA,NA,NA,NA,14038000,"APTX"
"213","APVO",3.90718540866703,1.81819024088944,1.03808650573942,NA,5.69,1.48574968011149,"Aptevo Therapeutics Inc.","2022-02-25 16:00:04",28491196,-6.601,3.8213568,4907960,"USD","2021-09-30",52118000,3096000,58873000,NA,4386000,NA,NA,746000,NA,64005000,13369000,18711000,NA,32380000,56713000,47000,-207791000,NA,215036000,NA,7292000,7292000,1268000,3687000,NA,11167000,NA,NA,4012000,"APVO"
"214","APYX",6.55305100463679,5.11279993168816,4.56754901212907,NA,14,1.58246903371205,"Apyx Medical Corporation","2022-02-25 16:00:03",356145216,-0.428,6.550853,34343800,"USD","2021-09-30",30898000,19971000,59876000,NA,6838000,NA,NA,1055000,NA,67769000,2797000,1346000,312000,11711000,13109000,34000,-10548000,NA,64862000,NA,54348000,54348000,NA,3044000,NA,NA,NA,6040000,NA,"APYX"
"215","AQB",0.465827660758433,75.8930744331663,17.3239555967927,NA,1.48,3.09127216437274,"AquaBounty Technologies, Inc.","2022-02-25 16:00:04",102277008,-0.353,0.4652666,71025696,"USD","2021-09-30",118179653,NA,200231734,NA,30307903,NA,235268,578204,NA,231353109,121076,NA,NA,2638340,11558084,71026,-164796661,-242863,384763523,-242863,219795025,219559757,NA,860673,NA,619552,79632028,1222223,8678642,"AQB"
"216","AQMS",2.12989516343343,2.64667411070346,2.53777913735087,NA,0.96,0.431101047886012,"Aqua Metals, Inc.","2022-02-25 16:00:03",64118364,-0.434,2.082086,69830496,"USD","2021-09-30",11700000,1071000,16592000,1500000,2502000,NA,685000,16048000,NA,37327000,3646000,NA,NA,6269000,6538000,70000,-179141000,NA,209860000,NA,30789000,30104000,3179000,1063000,NA,NA,NA,333000,NA,"AQMS"
"217","AQST",-1.8483325332318,2.00527177602939,0.39964023623426,NA,2.78,-1.50405836072104,"Aquestive Therapeutics, Inc.","2022-02-25 16:00:03",111655920,-1.701,-1.8471761,40164000,"USD","2021-09-30",31164000,13643000,50210000,NA,8114000,NA,64000,6905000,NA,65293000,2726000,65741000,NA,25039000,125638000,40000,-227851000,NA,167466000,NA,-60345000,-60409000,NA,6215000,NA,7725000,NA,2863000,32673000,"AQST"
"218","ARAV",0.841858568010307,5.03896012399605,3.18488667230708,NA,2.19,2.57763017435654,"Aravive, Inc.","2022-02-25 16:00:04",45738176,-1.603,0.83493656,21077500,"USD","2021-09-30",67511000,NA,71523000,NA,2829000,NA,6000,2435000,NA,76793000,5296000,3617000,NA,14194000,22457000,2000,-526849000,NA,581183000,NA,54336000,54330000,NA,1988000,NA,NA,NA,NA,NA,"ARAV"
"219","ARAY",-26.2759681630054,1.8613189462449,0.815137287185677,NA,3.56,-0.135485013054182,"Accuray Incorporated","2022-02-25 16:00:02",330131264,-0.141,6.472727,92733504,"USD","2021-09-30",104679000,94603000,350518000,14742000,33541000,57951000,378000,18646000,NA,475776000,101718000,31663000,NA,188317000,430011000,91000,-488203000,2324000,531553000,2324000,45765000,-12564000,3045000,22569000,NA,3664000,NA,126493000,194145000,"ARAY"
"220","ARBG",-19.8210221071996,4.93778238222683,0.00489172458003986,NA,9.8,-0.617715347826087,"Aequi Acquisition Corp.","2022-02-25 15:58:26",281606240,NA,-19.827936,2.3e+07,"USD","2021-09-30",920831,NA,1201081,NA,NA,NA,NA,230124709,NA,231325790,NA,245290000,NA,243243,245533243,575,-14208028,NA,NA,NA,-14207453,-14207453,NA,143243,NA,NA,NA,NA,NA,"ARBG"
"221","ARCB",4.44453317932889,1.10439679291413,0.655666693984246,11.246867,89.66,20.193347837102,"ArcBest Corporation","2022-02-25 16:00:03",2231822336,7.98,2.4022377,24867100,"USD","2021-12-31",76620000,595438000,776053000,NA,802607000,300337000,126580000,107099000,5470000,2112676000,12087000,217163000,NA,702694000,1183609000,294000,801314000,-190574000,318033000,3699000,929067000,502150000,15552000,311401000,NA,50615000,48339000,NA,174917000,"ARCB"
"222","ARCC",1.22118819069931,2.40285204991087,0.126966186304983,6.196983,21.77,17.8269010538791,"Ares Capital Corporation - Clos","2022-02-25 16:00:04",10425283584,3.513,1.1488733,478883008,"USD","2021-09-30",1.193e+09,1.35e+08,1.348e+09,1.7677e+10,3.1e+07,NA,NA,9.8e+07,NA,1.9154e+10,NA,2e+07,NA,5.61e+08,1.0617e+10,NA,1.64e+08,NA,8.373e+09,NA,8.537e+09,8.537e+09,2e+07,2.15e+08,NA,3e+06,NA,NA,9.992e+09,"ARCC"
"223","ARCK",9172.28975207946,0.000662121862204495,0.000662121862204495,NA,10.13,0.00143571014492754,"Arbor Rapha Capital Bioholdings","2022-02-25 12:16:28",227160928,NA,1504.9999,17250000,"USD","2021-09-30",250,NA,250,NA,NA,NA,NA,402090,NA,402340,377340,NA,NA,377574,377574,431,-234,NA,24569,NA,24766,24766,NA,NA,402090,NA,NA,NA,NA,"ARCK"
"224","ARDS",-7.29946912398277,0.816318759303493,0.779794973544974,NA,2.14,-0.297281912622741,"Aridis Pharmaceuticals Inc.","2022-02-25 16:00:03",30497182,-3.953,-7.3310814,14054000,"USD","2021-09-30",18221000,1222000,23581000,NA,1446000,NA,23000,1035000,NA,26085000,19683000,1353000,NA,28887000,30240000,1000,-156485000,NA,152329000,NA,-4155000,-4178000,1961000,2644000,102000,NA,NA,NA,NA,"ARDS"
"225","ARDX",1.09098978288633,2.23038331782224,1.71534177328442,NA,0.779,0.722279875468987,"Ardelyx, Inc.","2022-02-25 16:00:03",88841480,-1.537,1.0327654,112743000,"USD","2021-09-30",75288000,287000,153379000,NA,16231000,NA,NA,1238000,NA,170848000,1207000,2947000,NA,68768000,89416000,11000,-676696000,3000,758114000,3000,81432000,81432000,NA,4263000,NA,44444000,66363000,NA,7032000,"ARDX"
"226","AREB",-1.8934637103516,0.284189665019578,0.284189665019578,NA,1.33,-0.702416386217696,"American Rebel Holdings, Inc.","2022-02-25 16:00:03",6319242,-5.744,-0.6001805,4751310,"USD","2021-09-30",218332,179233,1325572,NA,1799,NA,NA,NA,NA,1327371,NA,NA,NA,4664392,4664392,120508,-25760803,NA,22302897,NA,-3337398,-3337398,NA,739793,NA,NA,NA,764515,NA,"AREB"
"227","AREC",42.6044055193835,0.769562522434311,0.437654071354822,NA,1.94,0.0448310422248645,"American Resources Corporation","2022-02-25 16:00:03",117906968,-0.621,42.444443,61731400,"USD","2021-09-30",19121714,2106937,21503647,2250000,23022004,NA,NA,5125722,NA,51901373,7326939,16445044,NA,27942690,49133890,6083,-155357822,NA,158119222,NA,2767483,2767483,5000,2748903,NA,17365030,NA,1664,4746156,"AREC"
"228","ARGU",-10.3197200801511,1.96007224362059,0.00782948277330231,NA,9.92,-1.19916196882691,"Argus Capital Corp.","2022-02-25 11:20:35",377128608,NA,-2.0637898,30475000,"USD","2021-09-30",1716452,NA,2741359,NA,NA,NA,NA,310847015,NA,313588374,NA,348734234,NA,1398601,350132835,762,-36545223,NA,NA,NA,-36544461,-36544461,NA,1289834,NA,NA,NA,NA,NA,"ARGU"
"229","ARHS",-51.0023041869523,1.02876445869898,0.672493686047573,6.0922537,7,-0.224979188877368,"Arhaus, Inc.","2022-02-25 16:00:03",1571380992,1.149,-10.028653,136946000,"USD","2021-09-30",149246000,360000,346421000,NA,137013000,10961000,NA,885000,NA,495280000,273506000,127844000,NA,336735000,515129000,NA,-22654000,NA,2805000,NA,-19849000,-30810000,5880000,30383000,885000,NA,NA,170555000,NA,"ARHS"
"230","ARKO",-7.01899839211062,1.71781523270697,0.258859931632853,20.04762,8.6,-1.1996013758961,"ARKO Corp.","2022-02-25 16:00:03",1047683776,0.42,4.1335297,124428000,"USD","2021-09-30",275185000,66182000,638828000,2809000,1688916000,188636000,201318000,87923000,37382000,2808430000,122700000,151642000,-112000,371884000,2467852000,12000,16664000,9119000,214895000,9119000,240690000,-149264000,108435000,180677000,NA,10028000,NA,189026000,736010000,"ARKO"
"231","ARKOW",NA,1.71781523270697,0.258859931632853,3.904762,3.02,NA,"ARKO Corp.","2022-02-25 15:59:56",NA,0.42,0.80510557,NA,"USD","2021-09-30",275185000,66182000,638828000,2809000,1688916000,188636000,201318000,87923000,37382000,2808430000,122700000,151642000,-112000,371884000,2467852000,12000,16664000,9119000,214895000,9119000,240690000,-149264000,108435000,180677000,NA,10028000,NA,189026000,736010000,"ARKOW"
"232","ARKR",3.05984464210869,NA,NA,4.229538,19.74,6.046058503704,"Ark Restaurants Corp.","2022-02-25 16:00:04",65704044,4.374,1.2467147,3551570,"USD","2021-10-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43511000,21473000,NA,NA,NA,NA,NA,NA,NA,"ARKR"
"233","ARLP",1.37325685435341,1.91031496196016,0.363457143561222,9.32905,13.55,9.51752034278077,"Alliance Resource Partners, L.P","2022-02-25 16:00:03",1662438656,1.401,1.3682998,127195000,"USD","2021-12-31",122403000,130211000,339228000,26325000,1712836000,4373000,NA,76644000,NA,2159406000,17375000,323834000,11115000,177577000,933337000,1279183000,NA,-64229000,NA,-64229000,1214954000,1210581000,4958000,69586000,NA,16071000,NA,60302000,418942000,"ARLP"
"234","ARNA",7.28696861953165,14.8237278605566,7.88507168065719,NA,95,12.9861951300207,"Arena Pharmaceuticals, Inc.","2022-02-25 16:00:03",5834828800,-10.143,8.653072,61659400,"USD","2021-09-30",386653000,3e+05,790920000,74380000,19558000,NA,NA,16169000,NA,901027000,NA,NA,NA,53355000,100306000,6000,-1968555000,122000,2769148000,122000,800721000,800721000,NA,6937000,NA,NA,385014000,NA,NA,"ARNA"
"235","AROW",1.66945544943085,0.166414738765211,0.16195495849696,11.290323,35,20.96492048352,"Arrow Financial Corporation","2022-02-25 16:00:04",561424512,3.1,1.5125325,16040700,"USD","2021-09-30",598366000,NA,601004000,692503000,50789000,21873000,2006000,2702929000,NA,4071104000,NA,23511000,NA,3611483000,3710933000,20800000,47936000,-85914000,377349000,-3719000,360171000,336292000,NA,3605563000,NA,NA,NA,351000,6.5e+07,"AROW"
"236","ARQT",2.49684311905123,20.032007555882,15.8984716611835,NA,19.9,7.20509802442621,"Arcutis Biotherapeutics, Inc.","2022-02-25 16:00:02",906341568,-4.177,3.0373123,50380300,"USD","2021-09-30",51778000,362000,381770000,NA,5160000,NA,NA,78000,NA,387008000,79000,31000,NA,19058000,24013000,5000,-336980000,-18000,699988000,-18000,362995000,362995000,1542000,4871000,NA,NA,315492000,NA,NA,"ARQT"
"237","ARRW",-15.0258737310033,0.779856657157147,0.00346516427028496,NA,9.73,-0.808605252173913,"Arrowroot Acquisition Corp.","2022-02-25 13:14:00",349312512,NA,-15.023184,28750000,"USD","2021-09-30",379336,NA,1080592,NA,NA,NA,NA,287516386,NA,288596978,NA,310458750,NA,1385629,311844379,719,-23248120,NA,NA,NA,-23247401,-23247401,NA,1385629,NA,NA,NA,NA,NA,"ARRW"
